# Merged run metadata for plotting. One row per run.
#run:fill,time,delivered(/fb),recorded(/fb),integrated_recorded(/fb)
395616:10927,08/08/25 21:43:50,0.075507207,0.070374566,205.645738851
395622:10928,08/09/25 01:14:45,0.037293885,0.034637593,205.680376444
395639:10931,08/09/25 20:44:18,0.153544248,0.143291005,205.823667449
395641:10931,08/09/25 23:03:59,0.316527024,0.294402520,206.118069969
395648:10932,08/10/25 05:23:36,0.127534264,0.113421064,206.231491033
395649:10932,08/10/25 07:08:58,0.557636742,0.518113557,206.749604590
395650:10932,08/10/25 14:25:07,0.268323797,0.251478399,207.001082989
395670:10935,08/10/25 22:27:05,0.342517397,0.317852739,207.318935728
395729:10938,08/11/25 19:49:47,0.623501100,0.584505338,207.903441066
395730:10938,08/12/25 04:19:30,0.144466211,0.136721459,208.040162525
395747:10939,08/12/25 09:23:34,0.282023549,0.266554152,208.306716677
395748:10939,08/12/25 13:12:34,0.035520052,0.033393219,208.340109896
395749:10939,08/12/25 13:43:12,0.337411251,0.311111918,208.651221814
395750:10939,08/12/25 18:04:06,0.342375468,0.322943233,208.974165047
395758:10940,08/13/25 01:41:48,0.058087217,0.053694394,209.027859441
395759:10940,08/13/25 02:34:56,0.229766764,0.215468293,209.243327734
395760:10940,08/13/25 05:49:22,0.606904043,0.571068728,209.814396462
395761:10940,08/13/25 14:10:52,0.000376040,0.000087847,209.814484309
395762:10940,08/13/25 14:14:07,0.345659604,0.334249417,210.148733726
395773:10943,08/14/25 08:22:30,0.298856790,0.281698186,210.430431912
395801:10945,08/14/25 16:27:41,0.010870063,0.008656418,210.439088330
395802:10945,08/14/25 16:44:03,0.002958393,0.002711366,210.441799696
395810:10946,08/14/25 18:40:42,0.000799437,0.000385006,210.442184702
395817:10948,08/15/25 01:48:37,0.342951804,0.321652851,210.763837553
395876:10950,08/15/25 13:57:11,0.061093513,0.056748233,210.820585786
395893:10952,08/15/25 18:44:18,0.751085474,0.683399958,211.503985744
395894:10952,08/16/25 04:27:06,0.032628733,0.023768185,211.527753929
395896:10952,08/16/25 05:19:15,0.002366447,0.000154144,211.527908073
395897:10952,08/16/25 05:46:23,0.018763443,0.016290302,211.544198375
395899:10952,08/16/25 06:08:31,0.043489789,0.039145955,211.583344330
395900:10952,08/16/25 06:51:16,0.136981785,0.123494917,211.706839247
395922:10954,08/16/25 16:47:07,0.076052233,0.064586886,211.771426133
395924:10954,08/16/25 17:54:35,1.071093466,0.998552123,212.769978256
395926:10954,08/17/25 09:48:13,0.034216304,0.033046160,212.803024416
395939:10955,08/17/25 13:13:02,0.962496985,0.902932342,213.705956758
395947:10956,08/18/25 04:27:49,0.081508218,0.076274535,213.782231293
395948:10956,08/18/25 05:37:45,0.250795222,0.235189552,214.017420845
395982:10959,08/18/25 19:26:51,0.096374690,0.090738463,214.108159308
395984:10959,08/18/25 21:27:28,0.414280431,0.382378792,214.490538100
395986:10959,08/19/25 02:50:04,0.015341584,0.013035615,214.503573715
395987:10959,08/19/25 03:06:27,0.389361603,0.364673280,214.868246995
396008:10961,08/19/25 13:21:24,0.282239339,0.263755209,215.132002204
396009:10961,08/19/25 17:09:07,0.705263881,0.661969460,215.793971664
396019:10962,08/20/25 06:38:08,0.002457875,0.001743092,215.795714756
396021:10962,08/20/25 06:42:59,0.067243810,0.062754360,215.858469116
396057:10964,08/20/25 22:30:11,0.062109362,0.052505826,215.910974942
396058:10964,08/20/25 23:25:34,0.049095986,0.041366069,215.952341011
396096:10968,08/21/25 11:06:04,0.280066488,0.258858901,216.211199912
396102:10969,08/21/25 19:12:45,0.360343799,0.334846975,216.546046887
396127:10971,08/22/25 08:12:29,0.981571021,0.920367505,217.466414392
396134:10972,08/22/25 23:42:17,0.810109553,0.746042666,218.212457058
396135:10972,08/23/25 10:12:00,0.232262954,0.219378650,218.431835708
396148:10973,08/23/25 16:10:16,0.058173364,0.053938014,218.485773722
396151:10973,08/23/25 18:10:03,0.005642314,0.004897641,218.490671363
396152:10973,08/23/25 18:17:04,0.051417763,0.046375141,218.537046504
396154:10973,08/23/25 19:47:31,0.063184692,0.057694498,218.594741002
396157:10973,08/23/25 21:05:04,0.067344626,0.062584812,218.657325814
396158:10973,08/23/25 22:01:12,0.576928814,0.537562833,219.194888647
396177:10975,08/24/25 11:08:02,0.081840884,0.074504679,219.269393326
396178:10975,08/24/25 12:23:29,0.006104376,0.005238850,219.274632176
396180:10975,08/24/25 12:39:31,0.533769715,0.487185078,219.761817254
396185:10975,08/24/25 19:26:34,0.297445883,0.279557862,220.041375116
396191:10976,08/25/25 01:49:22,0.872143632,0.815264226,220.856639342
396216:10980,08/26/25 00:22:08,0.152457108,0.141189289,220.997828631
396222:10981,08/26/25 04:22:16,0.161329939,0.149469357,221.147297988
396225:10981,08/26/25 07:17:25,0.189405317,0.173807373,221.321105361
396226:10981,08/26/25 09:44:37,0.003592137,0.001549986,221.322655347
396227:10981,08/26/25 09:50:04,0.476748274,0.444446281,221.767101628
396228:10981,08/26/25 16:28:19,0.060390864,0.057979151,221.825080779
396243:10982,08/26/25 19:51:18,0.423802230,0.393578194,222.218658973
396258:10984,08/27/25 06:24:15,0.405103917,0.375496397,222.594155370
396260:10984,08/27/25 11:42:56,0.462954902,0.431866341,223.026021711
396282:10985,08/27/25 22:09:00,0.054874241,0.048425375,223.074447086
396283:10985,08/27/25 22:55:19,0.963489040,0.893180977,223.967628063
396309:10986,08/28/25 16:13:47,0.142262238,0.130445194,224.098073257
396319:10988,08/28/25 20:29:01,0.075109326,0.070021157,224.168094414
396320:10988,08/28/25 21:32:12,0.032908675,0.029831004,224.197925418
396335:10988,08/28/25 23:06:59,0.577562381,0.532441012,224.730366430
396336:10988,08/29/25 06:33:58,0.044195292,0.040064560,224.770430990
396337:10988,08/29/25 07:17:43,0.135560457,0.127907466,224.898338456
396356:10990,08/29/25 12:08:53,0.489192898,0.456736044,225.355074500
396372:10992,08/29/25 21:53:01,0.941307368,0.876043931,226.231118431
396393:10993,08/30/25 13:03:10,0.112762716,0.102246624,226.333365055
396394:10993,08/30/25 14:34:59,0.001026963,0.000785311,226.334150366
396397:10993,08/30/25 15:05:48,0.184568393,0.166830219,226.500980585
396398:10993,08/30/25 17:29:41,0.523337946,0.483742005,226.984722590
396399:10993,08/31/25 00:36:48,0.049520102,0.046730754,227.031453344
396404:10994,08/31/25 06:17:26,0.124313364,0.113441818,227.144895162
396405:10994,08/31/25 07:56:39,0.687687447,0.641783792,227.786678954
396421:10997,09/01/25 01:21:36,0.083350530,0.076292510,227.862971464
396422:10997,09/01/25 02:31:43,0.177985132,0.166745806,228.029717270
396733:11045,09/07/25 18:04:11,0.013922901,0.013557621,228.043274891
396757:11047,09/08/25 10:24:08,0.016752563,0.015761798,228.059036689
396758:11047,09/08/25 11:43:35,0.004289643,0.003978292,228.063014981
396759:11047,09/08/25 12:08:41,0.000638373,0.000455575,228.063470556
396761:11047,09/08/25 12:33:28,0.026652516,0.025300427,228.088770983
396762:11047,09/08/25 14:35:05,0.013602865,0.012929078,228.101700061
396763:11047,09/08/25 15:37:28,0.052369661,0.049712210,228.151412271
396773:11050,09/08/25 21:58:44,0.112097000,0.105731558,228.257143829
396805:11053,09/09/25 09:20:32,0.818182921,0.773617857,229.030761686
396819:11053,09/09/25 20:25:00,0.174312847,0.166552236,229.197313922
396826:11055,09/10/25 05:09:35,0.016655913,0.016177302,229.213491224
396842:11056,09/10/25 07:53:23,0.023101068,0.019130167,229.232621391
396843:11056,09/10/25 08:18:57,0.165576854,0.147732028,229.380353419
396844:11056,09/10/25 10:27:32,0.226594681,0.210986930,229.591340349
396848:11056,09/10/25 18:23:45,0.007059231,0.004888093,229.596228442
396849:11056,09/10/25 18:33:13,0.024807400,0.022754772,229.618983214
396850:11056,09/10/25 18:58:54,0.116903842,0.112150235,229.731133449
396870:11058,09/11/25 01:53:44,0.510086533,0.483052973,230.214186422
396871:11058,09/11/25 08:25:50,0.347239111,0.328273491,230.542459913
396872:11058,09/11/25 13:55:08,0.058264485,0.055750513,230.598210426
396891:11059,09/11/25 17:12:38,0.314389390,0.290969257,230.889179683
396892:11059,09/11/25 21:24:24,0.690027349,0.618048538,231.507228221
396893:11059,09/12/25 07:06:27,0.021333636,0.019955952,231.527184173
396952:11066,09/13/25 17:48:27,0.158350395,0.148398060,231.675582233
396960:11067,09/13/25 21:50:13,0.053604889,0.043077200,231.718659433
396963:11067,09/13/25 23:00:49,0.349829474,0.326775144,232.045434577
396964:11067,09/14/25 03:28:50,0.261923213,0.245490550,232.290925127
396965:11067,09/14/25 06:51:48,0.102914082,0.095852664,232.386777791
396988:11069,09/14/25 12:30:10,0.846514075,0.794510111,233.181287902
396999:11071,09/15/25 09:57:48,0.189115068,0.175655395,233.356943297
397021:11072,09/15/25 18:50:01,0.117181175,0.109015931,233.465959228
397031:11076,09/16/25 06:58:53,0.029198957,0.026612754,233.492571982
397032:11076,09/16/25 07:25:11,0.043353369,0.037826359,233.530398341
397033:11076,09/16/25 08:00:32,0.906864390,0.847561416,234.377959757
397049:11077,09/16/25 21:56:10,0.044900334,0.038897546,234.416857303
397050:11077,09/16/25 22:42:41,0.347133315,0.324656072,234.741513375
397051:11077,09/17/25 03:11:07,0.021191248,0.018208759,234.759722134
397052:11077,09/17/25 03:42:11,0.001034703,0.000942432,234.760664566
397097:11079,09/17/25 15:36:57,0.210670003,0.192173537,234.952838103
397098:11079,09/17/25 18:32:53,0.340489833,0.312023987,235.264862090
397106:11081,09/18/25 01:45:04,0.207094908,0.187397997,235.452260087
397186:11085,09/18/25 22:44:28,0.215020337,0.190722513,235.642982600
397187:11085,09/19/25 01:39:40,0.001557387,0.000884615,235.643867215
397189:11085,09/19/25 01:48:55,0.044010793,0.035950062,235.679817277
397190:11085,09/19/25 02:29:58,0.043420468,0.036242968,235.716060245
397191:11085,09/19/25 03:23:18,0.003647036,0.002263800,235.718324045
397192:11085,09/19/25 03:29:33,0.101945963,0.094033402,235.812357447
397207:11086,09/19/25 07:02:47,0.021364223,0.016260915,235.828618362
397208:11086,09/19/25 07:22:16,0.026615997,0.023798989,235.852417351
397209:11086,09/19/25 07:45:02,0.590086011,0.550561869,236.402979220
397226:11088,09/19/25 21:42:19,0.901839803,0.830678172,237.233657392
397227:11088,09/20/25 09:27:06,0.120001999,0.114182356,237.347839748
397243:11089,09/20/25 13:23:05,0.047468435,0.044982486,237.392822234
397246:11090,09/20/25 16:25:11,0.224604122,0.204224876,237.597047110
397249:11091,09/20/25 21:41:30,0.090683702,0.083053064,237.680100174
397253:11092,09/21/25 01:09:12,0.541794218,0.482026486,238.162126660
397254:11092,09/21/25 08:04:07,0.024303173,0.018854794,238.180981454
397255:11092,09/21/25 08:28:58,0.111503473,0.100824705,238.281806159
397258:11092,09/21/25 10:17:35,0.169549437,0.159300241,238.441106400
397261:11092,09/21/25 12:55:51,0.019354858,0.016823780,238.457930180
397262:11092,09/21/25 13:21:18,0.036800531,0.033607140,238.491537320
397292:11096,09/21/25 23:04:50,0.629943969,0.568640243,239.060177563
397293:11096,09/22/25 07:11:27,0.261550873,0.238789932,239.298967495
397294:11096,09/22/25 10:53:51,0.031585826,0.030007075,239.328974570
397332:11098,09/22/25 17:26:40,0.783285062,0.733415342,240.062389912
397346:11098,09/23/25 03:30:09,0.022994565,0.019125121,240.081515033
397347:11098,09/23/25 03:51:37,0.122342105,0.110336711,240.191851744
397348:11098,09/23/25 05:43:49,0.090181519,0.081178278,240.273030022
397368:11101,09/23/25 10:56:48,0.039576388,0.035892526,240.308922548
397370:11101,09/23/25 11:45:40,0.030799898,0.023495374,240.332417922
397371:11101,09/23/25 12:12:27,0.034607564,0.029272328,240.361690250
397373:11101,09/23/25 12:41:37,0.049809043,0.044008411,240.405698661
397377:11101,09/23/25 13:21:55,0.788347694,0.742564967,241.148263628
397383:11102,09/24/25 02:18:07,0.461006354,0.419019698,241.567283326
397384:11102,09/24/25 08:12:02,0.258244380,0.239056682,241.806340008
397411:11105,09/24/25 17:56:09,0.004040012,0.002943858,241.809283866
397412:11105,09/24/25 18:09:55,0.000742435,0.000261286,241.809545152
397413:11105,09/24/25 18:13:04,0.005792097,0.003794889,241.813340041
397414:11105,09/24/25 18:20:46,0.896570013,0.835401544,242.648741585
397432:11106,09/25/25 08:25:05,0.384608234,0.358280502,243.007022087
397448:11107,09/25/25 19:43:26,0.046628312,0.037032194,243.044054281
397449:11107,09/25/25 20:21:22,0.141588379,0.131309151,243.175363432
397450:11107,09/25/25 22:10:49,0.006227791,0.004989804,243.180353236
397452:11107,09/25/25 22:23:37,0.146274380,0.136262757,243.316615993
397453:11107,09/26/25 00:16:42,0.029105815,0.025339663,243.341955656
397456:11108,09/26/25 02:38:13,0.274211363,0.248269533,243.590225189
397457:11108,09/26/25 06:09:26,0.103360631,0.092843369,243.683068558
397489:11109,09/26/25 11:03:17,0.118987105,0.111915377,243.794983935
397490:11109,09/26/25 12:47:27,0.092963218,0.081168216,243.876152151
397491:11109,09/26/25 14:00:04,0.303308492,0.278202946,244.154355097
397492:11109,09/26/25 17:49:41,0.501818669,0.467383181,244.621738278
397501:11110,09/27/25 03:12:28,0.045190908,0.041027836,244.662766114
397502:11110,09/27/25 03:54:21,0.321061079,0.296513623,244.959279737
397503:11110,09/27/25 08:00:28,0.090895815,0.083934645,245.043214382
397527:11114,09/27/25 19:01:11,0.101372039,0.087473059,245.130687441
397528:11114,09/27/25 20:22:54,0.006253696,0.004508735,245.135196176
397529:11114,09/27/25 20:30:22,0.408240556,0.367955808,245.503151984
397530:11114,09/28/25 01:39:09,0.268377708,0.244535867,245.747687851
397531:11114,09/28/25 05:12:59,0.023368649,0.018322587,245.766010438
397532:11114,09/28/25 05:38:38,0.152473062,0.139163350,245.905173788
397548:11116,09/28/25 11:50:05,0.084233425,0.076211689,245.981385477
397568:11118,09/28/25 19:08:39,0.386961492,0.351157207,246.332542684
397569:11118,09/29/25 00:04:20,0.110070509,0.103248640,246.435791324
397574:11119,09/29/25 03:25:55,0.001067914,0.001028364,246.436819688
397580:11120,09/29/25 05:40:20,0.061693326,0.057796498,246.494616186
397594:11121,09/29/25 08:33:40,0.119816594,0.110814659,246.605430845
397595:11121,09/29/25 10:20:51,0.349765610,0.320411583,246.925842428
397596:11121,09/29/25 14:46:15,0.320808148,0.301128994,247.226971422
397619:11124,09/30/25 01:30:53,0.253682204,0.236530386,247.463501808
397620:11124,09/30/25 04:47:54,0.161760607,0.152026915,247.615528723
397621:11124,09/30/25 06:52:02,0.450912415,0.426699245,248.042227968
397622:11124,09/30/25 12:47:10,0.084106618,0.079503815,248.121731783
397638:11126,09/30/25 16:59:33,0.964554675,0.903251790,249.024983573
397700:11128,10/01/25 15:07:39,0.018874039,0.016809961,249.041793534
397702:11128,10/01/25 15:32:37,0.143254540,0.134195104,249.175988638
397703:11128,10/01/25 18:02:56,0.011744029,0.008978784,249.184967422
397704:11128,10/01/25 18:14:35,0.752148938,0.713015931,249.897983353
397709:11129,10/02/25 06:59:55,0.567630476,0.523201101,250.421184454
397710:11129,10/02/25 14:26:15,0.035776975,0.031514636,250.452699090
397712:11129,10/02/25 15:03:45,0.325265326,0.308650045,250.761349135
397727:11130,10/02/25 22:25:21,0.010641956,0.008167961,250.769517096
397728:11130,10/02/25 22:38:11,0.225777231,0.209514862,250.979031958
397729:11130,10/03/25 01:35:47,0.507982373,0.476397183,251.455429141
397763:11132,10/03/25 14:26:36,0.246422484,0.228557667,251.683986808
397764:11132,10/03/25 17:39:36,0.058724487,0.054085730,251.738072538
397768:11132,10/03/25 20:00:02,0.548310965,0.516713901,252.254786439
397776:11133,10/04/25 06:54:42,0.017257265,0.015801977,252.270588416
397777:11133,10/04/25 07:21:48,0.146937177,0.138632290,252.409220706
397778:11133,10/04/25 09:24:35,0.006643073,0.005303054,252.414523760
397779:11133,10/04/25 09:33:11,0.503329701,0.470266575,252.884790335
397780:11133,10/04/25 16:02:55,0.296043257,0.280226948,253.165017283
397791:11134,10/04/25 22:51:05,0.091769041,0.083459898,253.248477181
397792:11134,10/05/25 00:08:09,0.009727243,0.007930756,253.256407937
397793:11134,10/05/25 00:26:40,0.276026942,0.251408896,253.507816833
397794:11134,10/05/25 04:15:22,0.552257553,0.518554096,254.026370929
397796:11134,10/05/25 12:02:20,0.028231434,0.026487559,254.052858488
397813:11135,10/05/25 14:28:57,0.150141615,0.140509759,254.193368247
397815:11135,10/05/25 16:42:59,0.020976801,0.017234742,254.210602989
397816:11135,10/05/25 17:02:18,0.046027261,0.038126077,254.248729066
397817:11135,10/05/25 17:40:52,0.507881692,0.474533234,254.723262300
398011:11170,10/09/25 22:46:51,0.046171026,0.039685661,254.762947961
398013:11170,10/10/25 00:00:25,0.002524747,0.002021206,254.764969167
398014:11170,10/10/25 00:14:37,0.002561400,0.001562039,254.766531206
398015:11170,10/10/25 00:26:43,0.002050605,0.000000370,254.766531576
398022:11170,10/10/25 01:27:43,0.009183881,0.007405514,254.773937090
398023:11170,10/10/25 01:39:03,0.168392714,0.154219242,254.928156332
398027:11171,10/10/25 06:52:29,1.106488323,1.031427170,255.959583502
398039:11173,10/11/25 05:34:51,0.019887121,0.018927614,255.978511116
398040:11173,10/11/25 06:04:52,0.252024951,0.233129272,256.211640388
398074:11176,10/12/25 02:13:45,0.010680664,0.008874199,256.220514587
398075:11176,10/12/25 02:29:48,0.004427584,0.003457109,256.223971696
398076:11176,10/12/25 03:00:24,0.003553687,0.002658766,256.226630462
398077:11176,10/12/25 03:13:06,0.001046082,0.000410639,256.227041101
398079:11176,10/12/25 03:35:36,0.001530519,0.000944222,256.227985323
398080:11176,10/12/25 03:43:51,0.002035706,0.001775420,256.229760743
398081:11176,10/12/25 03:52:33,0.528857789,0.490241334,256.720002077
398082:11176,10/12/25 10:36:08,0.019979706,0.017755490,256.737757567
398084:11176,10/12/25 11:11:51,0.043458445,0.037234240,256.774991807
398086:11176,10/12/25 11:50:54,0.150103020,0.142548503,256.917540310
398088:11176,10/12/25 14:03:17,0.186060964,0.176610891,257.094151201
398104:11178,10/12/25 20:33:45,1.053550228,0.982112612,258.076263813
398121:11179,10/13/25 12:43:43,0.079279882,0.074618063,258.150881876
398122:11179,10/13/25 13:55:55,0.049512098,0.044142017,258.195023893
398123:11179,10/13/25 14:40:41,0.029226890,0.024988871,258.220012764
398124:11179,10/13/25 15:05:22,0.034293369,0.031501145,258.251513909
398139:11181,10/13/25 20:05:20,0.026327203,0.024651250,258.276165159
398140:11181,10/13/25 20:38:23,0.048645278,0.043976823,258.320141982
398143:11183,10/14/25 01:49:58,0.061632760,0.058004308,258.378146290
398144:11183,10/14/25 02:56:13,0.101208371,0.092936797,258.471083087
398178:11189,10/14/25 14:53:03,0.030987855,0.029090210,258.500173297
398183:11190,10/14/25 18:00:38,0.536036093,0.508176346,259.008349643
398185:11190,10/15/25 01:54:41,0.096477353,0.092701131,259.101050774
398188:11191,10/15/25 05:56:01,0.312283105,0.296405365,259.397456139
398189:11191,10/15/25 10:07:12,0.245925947,0.230939654,259.628395793
398191:11191,10/15/25 13:42:07,0.035533859,0.032881282,259.661277075
398203:11193,10/15/25 17:58:07,0.098447811,0.093546715,259.754823790
398204:11193,10/15/25 19:37:58,0.142782263,0.131091254,259.885915044
398208:11195,10/16/25 03:05:44,0.228495078,0.216104590,260.102019634
398227:11196,10/16/25 09:32:04,0.668715977,0.635885136,260.737904770
398240:11197,10/16/25 21:26:33,0.634312869,0.600896993,261.338801763
398288:11200,10/17/25 13:03:52,0.415043125,0.393833315,261.732635078
398289:11200,10/17/25 18:39:19,0.217764863,0.205691127,261.938326205
398293:11201,10/18/25 00:07:59,0.803009771,0.767397986,262.705724191
398308:11202,10/18/25 13:53:24,0.340899919,0.322827202,263.028551393
398310:11202,10/18/25 18:27:37,0.487142404,0.460692991,263.489244384
398315:11203,10/19/25 04:10:19,0.321129032,0.305239282,263.794483666
398335:11205,10/19/25 12:24:53,0.543391848,0.514911338,264.309395004
398337:11205,10/19/25 19:52:46,0.236874357,0.225799091,264.535194095
398347:11208,10/20/25 07:48:16,0.012245966,0.010687291,264.545881386
398348:11208,10/20/25 08:06:04,0.755117729,0.714009493,265.259890879
398365:11209,10/20/25 20:17:13,0.242095645,0.225701483,265.485592362
398366:11209,10/20/25 23:36:47,0.009776293,0.007261841,265.492854203
398367:11209,10/20/25 23:46:43,0.027095754,0.022653667,265.515507870
398368:11209,10/21/25 00:10:04,0.559756428,0.527547468,266.043055338
398390:11210,10/21/25 10:49:01,0.014444851,0.012495274,266.055550612
398391:11210,10/21/25 11:36:54,0.851178408,0.798931038,266.854481650
398395:11211,10/22/25 01:28:27,0.389085335,0.364136984,267.218618634
398396:11211,10/22/25 06:40:37,0.518719547,0.487167342,267.705785976
398416:11212,10/22/25 16:45:44,0.025905982,0.023456365,267.729242341
398419:11212,10/22/25 17:34:30,0.488165311,0.453103886,268.182346227
398420:11212,10/22/25 23:48:23,0.001022412,0.000621066,268.182967293
398421:11212,10/22/25 23:53:10,0.044816371,0.031525760,268.214493053
398427:11214,10/23/25 04:58:44,0.079242268,0.073579726,268.288072779
398458:11217,10/23/25 16:21:42,0.122153394,0.115573426,268.403646205
398459:11217,10/23/25 18:09:41,0.677897397,0.639672223,269.043318428
398460:11217,10/24/25 03:15:58,0.054790451,0.051401849,269.094720277
398465:11218,10/24/25 06:41:49,0.009635577,0.008622034,269.103342311
398515:11220,10/24/25 19:56:35,0.721656909,0.679765354,269.783107665
398517:11220,10/25/25 05:29:11,0.167088888,0.158306927,269.941414592
398538:11221,10/25/25 10:23:44,0.067287032,0.063638729,270.005053321
398539:11221,10/25/25 11:35:29,0.246240445,0.227469858,270.232523179
398540:11221,10/25/25 14:46:42,0.425961849,0.397444732,270.629967911
398541:11221,10/25/25 20:29:29,0.149740395,0.143255365,270.773223276
398547:11222,10/26/25 01:48:47,0.253867217,0.239679126,271.012902402
398548:11222,10/26/25 05:05:34,0.269707303,0.250962715,271.263865117
398549:11222,10/26/25 08:34:09,0.331356610,0.315707540,271.579572657
398558:11223,10/26/25 16:00:07,0.942772586,0.893127529,272.472700186
398593:11226,10/27/25 11:25:03,0.316695484,0.296705549,272.769405735
398594:11226,10/27/25 15:32:34,0.100032026,0.093797344,272.863203079
398595:11226,10/27/25 16:53:06,0.072998858,0.068302211,272.931505290
398600:11227,10/27/25 20:20:17,0.949789825,0.899265210,273.830770500
398647:11229,10/28/25 23:08:50,0.443924031,0.419167506,274.249938006
398648:11229,10/29/25 07:37:26,0.004615685,0.004121094,274.254059100
398650:11229,10/29/25 10:28:07,0.148391243,0.142604380,274.396663480
398675:11230,10/29/25 18:25:11,0.090625382,0.085029830,274.481693310
398680:11230,10/29/25 20:04:57,0.409532938,0.383152080,274.864845390
398681:11230,10/30/25 01:16:57,0.091644368,0.085066883,274.949912273
398797:11236,11/03/25 01:01:18,0.025288588,0.024570728,274.974483001
398801:11237,11/03/25 05:02:01,0.067247345,0.062294211,275.036777212
398802:11237,11/03/25 06:14:17,0.454698666,0.430669302,275.467446514
398803:11237,11/03/25 12:09:40,0.035287704,0.034340760,275.501787274
398827:11238,11/03/25 18:19:40,0.642502266,0.602627002,276.104414276
398828:11238,11/04/25 02:45:00,0.315565717,0.301951729,276.406366005
398858:11239,11/04/25 10:48:13,0.040506223,0.037566594,276.443932599
398859:11239,11/04/25 11:33:24,0.116413145,0.106836050,276.550768649
398860:11239,11/04/25 13:04:19,0.473628132,0.452158703,277.002927352
401630:11472,03/07/26 23:02:35,0.000098657,0.000095212,277.003022564
401642:11472,03/08/26 02:21:57,0.001545252,0.001527592,277.004550156
401661:11474,03/08/26 12:01:00,0.000811870,0.000771052,277.005321208
401663:11474,03/08/26 16:30:01,0.001596302,0.001506616,277.006827824
401664:11474,03/08/26 20:37:40,0.000822838,0.000750028,277.007577852
401668:11475,03/08/26 22:57:16,0.000652297,0.000623171,277.008201023
401669:11475,03/08/26 23:28:25,0.006011299,0.005622936,277.013823959
401670:11475,03/09/26 02:05:52,0.003515048,0.003361564,277.017185523
401671:11475,03/09/26 03:34:47,0.012601658,0.012262461,277.029447984
401691:11477,03/09/26 13:25:49,0.002954224,0.002682075,277.032130059
401693:11477,03/09/26 15:54:52,0.091958124,0.088234202,277.120364261
401699:11479,03/10/26 01:04:18,0.113759778,0.108916797,277.229281058
401730:11481,03/10/26 16:54:36,0.004763531,0.004220542,277.233501600
401733:11481,03/10/26 19:04:23,0.186089071,0.177749608,277.411251208
401803:11496,03/12/26 03:00:09,0.246293587,0.236488390,277.647739598
401844:11500,03/12/26 20:55:39,0.120990786,0.117046637,277.764786235
401848:11501,03/13/26 02:01:42,0.337886444,0.322485887,278.087272122
401878:11506,03/14/26 01:46:57,0.079768463,0.076512194,278.163784316
401882:11508,03/14/26 06:32:26,0.306578022,0.292064212,278.455848528
401899:11510,03/14/26 18:02:07,0.005476930,0.005125967,278.460974495
401916:11511,03/14/26 22:05:56,0.044181909,0.040760692,278.501735187
401917:11511,03/14/26 23:06:26,0.003554436,0.003056672,278.504791859
401918:11511,03/14/26 23:14:59,0.062395358,0.057774389,278.562566248
401919:11511,03/15/26 00:21:27,0.477548706,0.455886404,279.018452652
401951:11512,03/15/26 10:32:09,0.010832654,0.009376041,279.027828693
401952:11512,03/15/26 10:49:22,0.086658341,0.081381638,279.109210331
401961:11513,03/15/26 14:45:29,0.093881728,0.088792291,279.198002622
401971:11514,03/15/26 18:44:44,0.043083670,0.040307519,279.238310141
401972:11514,03/15/26 19:33:56,0.012143259,0.010920188,279.249230329
401973:11514,03/15/26 19:49:05,0.263088774,0.251107375,279.500337704
401976:11515,03/16/26 02:01:04,0.052384259,0.048929678,279.549267382
402039:11521,03/16/26 19:42:23,0.038022749,0.032895993,279.582163375
402040:11521,03/16/26 20:24:49,0.206005882,0.194338159,279.776501534
402046:11523,03/17/26 03:41:51,0.721752119,0.689964583,280.466466117
402069:11524,03/17/26 18:56:12,0.938132573,0.894215267,281.360681384
402070:11524,03/18/26 07:04:13,0.062933372,0.059941999,281.420623383
402115:11529,03/19/26 07:00:32,0.185260632,0.175734265,281.596357648
402143:11532,03/19/26 16:27:07,0.442673012,0.418668730,282.015026378
402144:11532,03/19/26 22:11:12,0.490137499,0.467575578,282.482601956
402171:11534,03/20/26 15:36:15,0.266597782,0.253491027,282.736092983
402172:11534,03/20/26 19:16:44,0.014375878,0.012895744,282.748988727
402173:11534,03/20/26 19:30:04,0.364702431,0.342517771,283.091506498
402174:11534,03/21/26 00:10:55,0.406209610,0.389887928,283.481394426
402189:11535,03/21/26 09:59:34,0.013310491,0.012701123,283.494095549
402205:11539,03/22/26 00:44:43,0.673459444,0.634958693,284.129054242
402206:11539,03/22/26 09:31:12,0.164231153,0.156508028,284.285562270
402207:11539,03/22/26 11:41:21,0.190104607,0.181280129,284.466842399
402221:11541,03/22/26 16:55:26,0.803700186,0.762598369,285.229440768
402222:11541,03/23/26 03:27:46,0.264441511,0.252322323,285.481763091
402243:11542,03/23/26 10:24:40,0.149306106,0.139930842,285.621693933
402244:11542,03/23/26 12:23:39,0.971289720,0.922282336,286.543976269
402247:11543,03/24/26 03:22:29,0.923524501,0.882522665,287.426498934
402248:11543,03/24/26 15:31:47,0.005781541,0.004420405,287.430919339
402249:11543,03/24/26 15:39:49,0.007414364,0.006682353,287.437601692
402262:11544,03/24/26 18:34:03,0.326748900,0.309979054,287.747580746
402263:11544,03/24/26 23:21:47,0.277915461,0.264276777,288.011857523
402330:11549,03/25/26 22:21:05,0.754519481,0.709525412,288.721382935
402360:11550,03/26/26 12:40:02,0.394624224,0.374836304,289.096219239
402368:11551,03/26/26 20:46:43,0.038677897,0.035550987,289.131770226
402369:11551,03/26/26 21:27:07,0.001490979,0.000343197,289.132113423
