roll_name,det_id,region,ring,station,sector,layer,subsector,roll,area,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4
RE+2_R2_CH15_A,637575462,1,2,2,3,1,3,1,10073.6,-409.002,286.387,788.575,-353.059,353.058,788.575,-309.264,309.263,788.575,-358.267,250.862,788.575
RE+2_R2_CH15_B,637608230,1,2,2,3,1,3,2,7690.99,-357.445,250.287,788.575,-308.554,308.552,788.575,-270.295,270.294,788.575,-313.124,219.253,788.575
RE+2_R2_CH15_C,637640998,1,2,2,3,1,3,3,5964.8,-312.302,218.677,788.575,-269.586,269.584,788.575,-235.586,235.584,788.575,-272.914,191.098,788.575
RE+2_R3_CH15_A,637575466,1,3,2,3,1,3,1,12126,-570.333,399.353,788.575,-492.323,492.322,788.575,-455.485,455.483,788.575,-527.657,369.471,788.575
RE+2_R3_CH15_B,637608234,1,3,2,3,1,3,2,16009.7,-526.835,368.895,788.575,-454.774,454.773,788.575,-400.9,400.899,788.575,-464.424,325.194,788.575
RE+2_R3_CH15_C,637641002,1,3,2,3,1,3,3,11278.6,-463.601,324.618,788.575,-400.19,400.189,788.575,-357.318,357.317,788.575,-413.936,289.842,788.575
RE+2_R2_CH17_A,637583654,1,2,2,3,1,5,1,10073.6,-482.286,129.229,788.575,-452.52,211.012,788.575,-396.387,184.837,788.575,-422.461,113.199,788.575
RE+2_R2_CH17_B,637616422,1,2,2,3,1,5,2,7690.99,-421.491,112.94,788.575,-395.477,184.413,788.575,-346.441,161.547,788.575,-369.229,98.9354,788.575
RE+2_R2_CH17_C,637649190,1,2,2,3,1,5,3,5964.8,-368.26,98.6761,788.575,-345.531,161.122,788.575,-301.953,140.801,788.575,-321.815,86.2316,788.575
RE+2_R3_CH17_A,637583658,1,3,2,3,1,5,1,12126,-672.525,180.204,788.575,-631.017,294.247,788.575,-583.8,272.229,788.575,-622.202,166.72,788.575
RE+2_R3_CH17_B,637616426,1,3,2,3,1,5,2,16009.7,-621.232,166.46,788.575,-582.89,271.805,788.575,-513.838,239.606,788.575,-547.639,146.74,788.575
RE+2_R3_CH17_C,637649194,1,3,2,3,1,5,3,11278.6,-546.669,146.481,788.575,-512.929,239.181,788.575,-457.978,213.558,788.575,-488.104,130.788,788.575
RE+2_R2_CH19_A,637567398,1,2,2,4,1,1,1,10073.6,-497.4,-43.516,788.575,-497.4,43.516,788.575,-435.7,38.118,788.575,-435.7,-38.118,788.575
RE+2_R2_CH19_B,637600166,1,2,2,4,1,1,2,7690.99,-434.7,-38.03,788.575,-434.7,38.03,788.575,-380.8,33.315,788.575,-380.8,-33.315,788.575
RE+2_R2_CH19_C,637632934,1,2,2,4,1,1,3,5964.8,-379.8,-33.227,788.575,-379.8,33.227,788.575,-331.9,29.036,788.575,-331.9,-29.036,788.575
RE+2_R3_CH19_A,637567402,1,3,2,4,1,1,1,12126,-693.6,-60.681,788.575,-693.6,60.681,788.575,-641.7,56.14,788.575,-641.7,-56.14,788.575
RE+2_R3_CH19_B,637600170,1,3,2,4,1,1,2,16009.7,-640.7,-56.053,788.575,-640.7,56.053,788.575,-564.8,49.413,788.575,-564.8,-49.413,788.575
RE+2_R3_CH19_C,637632938,1,3,2,4,1,1,3,11278.6,-563.8,-49.325,788.575,-563.8,49.325,788.575,-503.4,44.041,788.575,-503.4,-44.041,788.575
RE+2_R2_CH21_A,637575590,1,2,2,4,1,3,1,10073.6,-452.52,-211.012,788.575,-482.286,-129.229,788.575,-422.461,-113.199,788.575,-396.387,-184.837,788.575
RE+2_R2_CH21_B,637608358,1,2,2,4,1,3,2,7690.99,-395.477,-184.413,788.575,-421.491,-112.94,788.575,-369.229,-98.9354,788.575,-346.441,-161.547,788.575
RE+2_R2_CH21_C,637641126,1,2,2,4,1,3,3,5964.8,-345.531,-161.122,788.575,-368.26,-98.6761,788.575,-321.815,-86.2316,788.575,-301.953,-140.801,788.575
RE+2_R3_CH21_A,637575594,1,3,2,4,1,3,1,12126,-631.017,-294.247,788.575,-672.525,-180.204,788.575,-622.202,-166.72,788.575,-583.8,-272.229,788.575
RE+2_R3_CH21_B,637608362,1,3,2,4,1,3,2,16009.7,-582.89,-271.805,788.575,-621.232,-166.46,788.575,-547.639,-146.74,788.575,-513.838,-239.606,788.575
RE+2_R3_CH21_C,637641130,1,3,2,4,1,3,3,11278.6,-512.929,-239.181,788.575,-546.669,-146.481,788.575,-488.104,-130.788,788.575,-457.978,-213.558,788.575
RE+2_R2_CH23_A,637583782,1,2,2,4,1,5,1,10073.6,-353.059,-353.058,788.575,-409.002,-286.387,788.575,-358.267,-250.862,788.575,-309.264,-309.263,788.575
RE+2_R2_CH23_B,637616550,1,2,2,4,1,5,2,7690.99,-308.554,-308.552,788.575,-357.445,-250.287,788.575,-313.124,-219.253,788.575,-270.295,-270.294,788.575
RE+2_R2_CH23_C,637649318,1,2,2,4,1,5,3,5964.8,-269.586,-269.584,788.575,-312.302,-218.677,788.575,-272.914,-191.098,788.575,-235.586,-235.584,788.575
RE+2_R3_CH23_A,637583786,1,3,2,4,1,5,1,12126,-492.323,-492.322,788.575,-570.333,-399.353,788.575,-527.657,-369.471,788.575,-455.485,-455.483,788.575
RE+2_R3_CH23_B,637616554,1,3,2,4,1,5,2,16009.7,-454.774,-454.773,788.575,-526.835,-368.895,788.575,-464.424,-325.194,788.575,-400.9,-400.899,788.575
RE+2_R3_CH23_C,637649322,1,3,2,4,1,5,3,11278.6,-400.19,-400.189,788.575,-463.601,-324.618,788.575,-413.936,-289.842,788.575,-357.318,-357.317,788.575
RE+2_R2_CH25_A,637567526,1,2,2,5,1,1,1,10073.6,-211.014,-452.519,788.575,-286.386,-409.003,788.575,-250.861,-358.268,788.575,-184.839,-396.386,788.575
RE+2_R2_CH25_B,637600294,1,2,2,5,1,1,2,7690.99,-184.415,-395.476,788.575,-250.285,-357.446,788.575,-219.252,-313.125,788.575,-161.548,-346.44,788.575
RE+2_R2_CH25_C,637633062,1,2,2,5,1,1,3,5964.8,-161.125,-345.53,788.575,-218.675,-312.303,788.575,-191.096,-272.916,788.575,-140.804,-301.952,788.575
RE+2_R3_CH25_A,637567530,1,3,2,5,1,1,1,12126,-294.249,-631.016,788.575,-399.351,-570.335,788.575,-369.469,-527.659,788.575,-272.231,-583.798,788.575
RE+2_R3_CH25_B,637600298,1,3,2,5,1,1,2,16009.7,-271.807,-582.889,788.575,-368.893,-526.836,788.575,-325.193,-464.425,788.575,-239.607,-513.838,788.575
RE+2_R3_CH25_C,637633066,1,3,2,5,1,1,3,11278.6,-239.183,-512.928,788.575,-324.617,-463.603,788.575,-289.841,-413.937,788.575,-213.559,-457.978,788.575
RE+2_R2_CH27_A,637575718,1,2,2,5,1,3,1,10073.6,-43.5177,-497.4,788.575,-129.227,-482.287,788.575,-113.197,-422.462,788.575,-38.1196,-435.7,788.575
RE+2_R2_CH27_B,637608486,1,2,2,5,1,3,2,7690.99,-38.0326,-434.7,788.575,-112.937,-421.492,788.575,-98.9341,-369.23,788.575,-33.3164,-380.8,788.575
RE+2_R2_CH27_C,637641254,1,2,2,5,1,3,3,5964.8,-33.2294,-379.8,788.575,-98.6738,-368.26,788.575,-86.2287,-321.816,788.575,-29.039,-331.9,788.575
RE+2_R3_CH27_A,637575722,1,3,2,5,1,3,1,12126,-60.6833,-693.6,788.575,-180.201,-672.526,788.575,-166.717,-622.203,788.575,-56.1429,-641.7,788.575
RE+2_R3_CH27_B,637608490,1,3,2,5,1,3,2,16009.7,-56.055,-640.7,788.575,-166.458,-621.233,788.575,-146.739,-547.639,788.575,-49.4142,-564.8,788.575
RE+2_R3_CH27_C,637641258,1,3,2,5,1,3,3,11278.6,-49.3272,-563.8,788.575,-146.478,-546.669,788.575,-130.786,-488.105,788.575,-44.0426,-503.4,788.575
RE+2_R2_CH29_A,637583910,1,2,2,5,1,5,1,10073.6,129.227,-482.287,788.575,43.5177,-497.4,788.575,38.1196,-435.7,788.575,113.197,-422.462,788.575
RE+2_R2_CH29_B,637616678,1,2,2,5,1,5,2,7690.99,112.937,-421.492,788.575,38.0326,-434.7,788.575,33.3164,-380.8,788.575,98.9341,-369.23,788.575
RE+2_R2_CH29_C,637649446,1,2,2,5,1,5,3,5964.8,98.6738,-368.26,788.575,33.2294,-379.8,788.575,29.039,-331.9,788.575,86.2287,-321.816,788.575
RE+2_R3_CH29_A,637583914,1,3,2,5,1,5,1,12126,180.201,-672.526,788.575,60.6833,-693.6,788.575,56.1429,-641.7,788.575,166.717,-622.203,788.575
RE+2_R3_CH29_B,637616682,1,3,2,5,1,5,2,16009.7,166.458,-621.233,788.575,56.055,-640.7,788.575,49.4142,-564.8,788.575,146.739,-547.639,788.575
RE+2_R3_CH29_C,637649450,1,3,2,5,1,5,3,11278.6,146.478,-546.669,788.575,49.3272,-563.8,788.575,44.0426,-503.4,788.575,130.786,-488.105,788.575
RE+2_R2_CH31_A,637567654,1,2,2,6,1,1,1,10073.6,286.386,-409.003,788.575,211.014,-452.519,788.575,184.839,-396.386,788.575,250.861,-358.268,788.575
RE+2_R2_CH31_B,637600422,1,2,2,6,1,1,2,7690.99,250.285,-357.446,788.575,184.415,-395.476,788.575,161.548,-346.44,788.575,219.252,-313.125,788.575
RE+2_R2_CH31_C,637633190,1,2,2,6,1,1,3,5964.8,218.675,-312.303,788.575,161.125,-345.53,788.575,140.804,-301.952,788.575,191.096,-272.916,788.575
RE+2_R3_CH31_A,637567658,1,3,2,6,1,1,1,12126,399.351,-570.335,788.575,294.249,-631.016,788.575,272.231,-583.798,788.575,369.469,-527.659,788.575
RE+2_R3_CH31_B,637600426,1,3,2,6,1,1,2,16009.7,368.893,-526.836,788.575,271.807,-582.889,788.575,239.607,-513.838,788.575,325.193,-464.425,788.575
RE+2_R3_CH31_C,637633194,1,3,2,6,1,1,3,11278.6,324.617,-463.603,788.575,239.183,-512.928,788.575,213.559,-457.978,788.575,289.841,-413.937,788.575
RE+2_R2_CH33_A,637575846,1,2,2,6,1,3,1,10073.6,409.002,-286.387,788.575,353.059,-353.058,788.575,309.264,-309.263,788.575,358.267,-250.862,788.575
RE+2_R2_CH33_B,637608614,1,2,2,6,1,3,2,7690.99,357.445,-250.287,788.575,308.554,-308.552,788.575,270.295,-270.294,788.575,313.124,-219.253,788.575
RE+2_R2_CH33_C,637641382,1,2,2,6,1,3,3,5964.8,312.302,-218.677,788.575,269.586,-269.584,788.575,235.586,-235.584,788.575,272.914,-191.098,788.575
RE+2_R3_CH33_A,637575850,1,3,2,6,1,3,1,12126,570.333,-399.353,788.575,492.323,-492.322,788.575,455.485,-455.483,788.575,527.657,-369.471,788.575
RE+2_R3_CH33_B,637608618,1,3,2,6,1,3,2,16009.7,526.835,-368.895,788.575,454.774,-454.773,788.575,400.9,-400.899,788.575,464.424,-325.194,788.575
RE+2_R3_CH33_C,637641386,1,3,2,6,1,3,3,11278.6,463.601,-324.618,788.575,400.19,-400.189,788.575,357.318,-357.317,788.575,413.936,-289.842,788.575
RE+2_R2_CH35_A,637584038,1,2,2,6,1,5,1,10073.6,482.286,-129.229,788.575,452.52,-211.012,788.575,396.387,-184.837,788.575,422.461,-113.199,788.575
RE+2_R2_CH35_B,637616806,1,2,2,6,1,5,2,7690.99,421.491,-112.94,788.575,395.477,-184.413,788.575,346.441,-161.547,788.575,369.229,-98.9354,788.575
RE+2_R2_CH35_C,637649574,1,2,2,6,1,5,3,5964.8,368.26,-98.6761,788.575,345.531,-161.122,788.575,301.953,-140.801,788.575,321.815,-86.2316,788.575
RE+2_R3_CH35_A,637584042,1,3,2,6,1,5,1,12126,672.525,-180.204,788.575,631.017,-294.247,788.575,583.8,-272.229,788.575,622.202,-166.72,788.575
RE+2_R3_CH35_B,637616810,1,3,2,6,1,5,2,16009.7,621.232,-166.46,788.575,582.89,-271.805,788.575,513.838,-239.606,788.575,547.639,-146.74,788.575
RE+2_R3_CH35_C,637649578,1,3,2,6,1,5,3,11278.6,546.669,-146.481,788.575,512.929,-239.181,788.575,457.978,-213.558,788.575,488.104,-130.788,788.575
RE+2_R2_CH01_A,637567014,1,2,2,1,1,1,1,10073.6,497.4,43.516,788.575,497.4,-43.516,788.575,435.7,-38.118,788.575,435.7,38.118,788.575
RE+2_R2_CH01_B,637599782,1,2,2,1,1,1,2,7690.99,434.7,38.03,788.575,434.7,-38.03,788.575,380.8,-33.315,788.575,380.8,33.315,788.575
RE+2_R2_CH01_C,637632550,1,2,2,1,1,1,3,5964.8,379.8,33.227,788.575,379.8,-33.227,788.575,331.9,-29.036,788.575,331.9,29.036,788.575
RE+2_R3_CH01_A,637567018,1,3,2,1,1,1,1,12126,693.6,60.681,788.575,693.6,-60.681,788.575,641.7,-56.14,788.575,641.7,56.14,788.575
RE+2_R3_CH01_B,637599786,1,3,2,1,1,1,2,16009.7,640.7,56.053,788.575,640.7,-56.053,788.575,564.8,-49.413,788.575,564.8,49.413,788.575
RE+2_R3_CH01_C,637632554,1,3,2,1,1,1,3,11278.6,563.8,49.325,788.575,563.8,-49.325,788.575,503.4,-44.041,788.575,503.4,44.041,788.575
RE+3_R2_CH02_A,637571142,1,2,3,1,1,2,1,10073.6,497.4,43.5177,975.6,482.287,129.227,975.6,422.462,113.197,975.6,435.7,38.1196,975.6
RE+3_R2_CH02_B,637603910,1,2,3,1,1,2,2,7690.99,434.7,38.0326,975.6,421.492,112.937,975.6,369.23,98.9341,975.6,380.8,33.3164,975.6
RE+3_R2_CH02_C,637636678,1,2,3,1,1,2,3,5964.8,379.8,33.2294,975.6,368.26,98.6738,975.6,321.816,86.2287,975.6,331.9,29.039,975.6
RE+3_R3_CH02_A,637571146,1,3,3,1,1,2,1,12126,693.6,60.6833,975.6,672.526,180.201,975.6,622.203,166.717,975.6,641.7,56.1429,975.6
RE+3_R3_CH02_B,637603914,1,3,3,1,1,2,2,16009.7,640.7,56.055,975.6,621.233,166.458,975.6,547.639,146.739,975.6,564.8,49.4142,975.6
RE+3_R3_CH02_C,637636682,1,3,3,1,1,2,3,11278.6,563.8,49.3272,975.6,546.669,146.478,975.6,488.105,130.786,975.6,503.4,44.0426,975.6
RE+3_R2_CH04_A,637579334,1,2,3,1,1,4,1,10073.6,452.519,211.014,975.6,409.003,286.386,975.6,358.268,250.861,975.6,396.386,184.839,975.6
RE+3_R2_CH04_B,637612102,1,2,3,1,1,4,2,7690.99,395.476,184.415,975.6,357.446,250.285,975.6,313.125,219.252,975.6,346.44,161.548,975.6
RE+3_R2_CH04_C,637644870,1,2,3,1,1,4,3,5964.8,345.53,161.125,975.6,312.303,218.675,975.6,272.916,191.096,975.6,301.952,140.804,975.6
RE+3_R3_CH04_A,637579338,1,3,3,1,1,4,1,12126,631.016,294.249,975.6,570.335,399.351,975.6,527.659,369.469,975.6,583.798,272.231,975.6
RE+3_R3_CH04_B,637612106,1,3,3,1,1,4,2,16009.7,582.889,271.807,975.6,526.836,368.893,975.6,464.425,325.193,975.6,513.838,239.607,975.6
RE+3_R3_CH04_C,637644874,1,3,3,1,1,4,3,11278.6,512.928,239.183,975.6,463.603,324.617,975.6,413.937,289.841,975.6,457.978,213.559,975.6
RE+3_R2_CH06_A,637587526,1,2,3,1,1,6,1,10073.6,353.058,353.059,975.6,286.387,409.002,975.6,250.862,358.267,975.6,309.263,309.264,975.6
RE+3_R2_CH06_B,637620294,1,2,3,1,1,6,2,7690.99,308.552,308.554,975.6,250.287,357.445,975.6,219.253,313.124,975.6,270.294,270.295,975.6
RE+3_R2_CH06_C,637653062,1,2,3,1,1,6,3,5964.8,269.584,269.586,975.6,218.677,312.302,975.6,191.098,272.914,975.6,235.584,235.586,975.6
RE+3_R3_CH06_A,637587530,1,3,3,1,1,6,1,12126,492.322,492.323,975.6,399.353,570.333,975.6,369.471,527.657,975.6,455.483,455.485,975.6
RE+3_R3_CH06_B,637620298,1,3,3,1,1,6,2,16009.7,454.773,454.774,975.6,368.895,526.835,975.6,325.194,464.424,975.6,400.899,400.9,975.6
RE+3_R3_CH06_C,637653066,1,3,3,1,1,6,3,11278.6,400.189,400.19,975.6,324.618,463.601,975.6,289.842,413.936,975.6,357.317,357.318,975.6
RE+3_R2_CH08_A,637571270,1,2,3,2,1,2,1,10073.6,211.012,452.52,975.6,129.229,482.286,975.6,113.199,422.461,975.6,184.837,396.387,975.6
RE+3_R2_CH08_B,637604038,1,2,3,2,1,2,2,7690.99,184.413,395.477,975.6,112.94,421.491,975.6,98.9354,369.229,975.6,161.547,346.441,975.6
RE+3_R2_CH08_C,637636806,1,2,3,2,1,2,3,5964.8,161.122,345.531,975.6,98.6761,368.26,975.6,86.2316,321.815,975.6,140.801,301.953,975.6
RE+3_R3_CH08_A,637571274,1,3,3,2,1,2,1,12126,294.247,631.017,975.6,180.204,672.525,975.6,166.72,622.202,975.6,272.229,583.8,975.6
RE+3_R3_CH08_B,637604042,1,3,3,2,1,2,2,16009.7,271.805,582.89,975.6,166.46,621.232,975.6,146.74,547.639,975.6,239.606,513.838,975.6
RE+3_R3_CH08_C,637636810,1,3,3,2,1,2,3,11278.6,239.181,512.929,975.6,146.481,546.669,975.6,130.788,488.104,975.6,213.558,457.978,975.6
RE+3_R2_CH10_A,637579462,1,2,3,2,1,4,1,10073.6,43.516,497.4,975.6,-43.516,497.4,975.6,-38.118,435.7,975.6,38.118,435.7,975.6
RE+3_R2_CH10_B,637612230,1,2,3,2,1,4,2,7690.99,38.03,434.7,975.6,-38.03,434.7,975.6,-33.315,380.8,975.6,33.315,380.8,975.6
RE+3_R2_CH10_C,637644998,1,2,3,2,1,4,3,5964.8,33.227,379.8,975.6,-33.227,379.8,975.6,-29.036,331.9,975.6,29.036,331.9,975.6
RE+3_R3_CH10_A,637579466,1,3,3,2,1,4,1,12126,60.681,693.6,975.6,-60.681,693.6,975.6,-56.14,641.7,975.6,56.14,641.7,975.6
RE+3_R3_CH10_B,637612234,1,3,3,2,1,4,2,16009.7,56.053,640.7,975.6,-56.053,640.7,975.6,-49.413,564.8,975.6,49.413,564.8,975.6
RE+3_R3_CH10_C,637645002,1,3,3,2,1,4,3,11278.6,49.325,563.8,975.6,-49.325,563.8,975.6,-44.041,503.4,975.6,44.041,503.4,975.6
RE+3_R2_CH12_A,637587654,1,2,3,2,1,6,1,10073.6,-129.229,482.286,975.6,-211.012,452.52,975.6,-184.837,396.387,975.6,-113.199,422.461,975.6
RE+3_R2_CH12_B,637620422,1,2,3,2,1,6,2,7690.99,-112.94,421.491,975.6,-184.413,395.477,975.6,-161.547,346.441,975.6,-98.9354,369.229,975.6
RE+3_R2_CH12_C,637653190,1,2,3,2,1,6,3,5964.8,-98.6761,368.26,975.6,-161.122,345.531,975.6,-140.801,301.953,975.6,-86.2316,321.815,975.6
RE+3_R3_CH12_A,637587658,1,3,3,2,1,6,1,12126,-180.204,672.525,975.6,-294.247,631.017,975.6,-272.229,583.8,975.6,-166.72,622.202,975.6
RE+3_R3_CH12_B,637620426,1,3,3,2,1,6,2,16009.7,-166.46,621.232,975.6,-271.805,582.89,975.6,-239.606,513.838,975.6,-146.74,547.639,975.6
RE+3_R3_CH12_C,637653194,1,3,3,2,1,6,3,11278.6,-146.481,546.669,975.6,-239.181,512.929,975.6,-213.558,457.978,975.6,-130.788,488.104,975.6
RE+3_R2_CH14_A,637571398,1,2,3,3,1,2,1,10073.6,-286.387,409.002,975.6,-353.058,353.059,975.6,-309.263,309.264,975.6,-250.862,358.267,975.6
RE+3_R2_CH14_B,637604166,1,2,3,3,1,2,2,7690.99,-250.287,357.445,975.6,-308.552,308.554,975.6,-270.294,270.295,975.6,-219.253,313.124,975.6
RE+3_R2_CH14_C,637636934,1,2,3,3,1,2,3,5964.8,-218.677,312.302,975.6,-269.584,269.586,975.6,-235.584,235.586,975.6,-191.098,272.914,975.6
RE+3_R3_CH14_A,637571402,1,3,3,3,1,2,1,12126,-399.353,570.333,975.6,-492.322,492.323,975.6,-455.483,455.485,975.6,-369.471,527.657,975.6
RE+3_R3_CH14_B,637604170,1,3,3,3,1,2,2,16009.7,-368.895,526.835,975.6,-454.773,454.774,975.6,-400.899,400.9,975.6,-325.194,464.424,975.6
RE+3_R3_CH14_C,637636938,1,3,3,3,1,2,3,11278.6,-324.618,463.601,975.6,-400.189,400.19,975.6,-357.317,357.318,975.6,-289.842,413.936,975.6
RE+3_R2_CH16_A,637579590,1,2,3,3,1,4,1,10073.6,-409.003,286.386,975.6,-452.519,211.014,975.6,-396.386,184.839,975.6,-358.268,250.861,975.6
RE+3_R2_CH16_B,637612358,1,2,3,3,1,4,2,7690.99,-357.446,250.285,975.6,-395.476,184.415,975.6,-346.44,161.548,975.6,-313.125,219.252,975.6
RE+3_R2_CH16_C,637645126,1,2,3,3,1,4,3,5964.8,-312.303,218.675,975.6,-345.53,161.125,975.6,-301.952,140.804,975.6,-272.916,191.096,975.6
RE+3_R3_CH16_A,637579594,1,3,3,3,1,4,1,12126,-570.335,399.351,975.6,-631.016,294.249,975.6,-583.798,272.231,975.6,-527.659,369.469,975.6
RE+3_R3_CH16_B,637612362,1,3,3,3,1,4,2,16009.7,-526.836,368.893,975.6,-582.889,271.807,975.6,-513.838,239.607,975.6,-464.425,325.193,975.6
RE+3_R3_CH16_C,637645130,1,3,3,3,1,4,3,11278.6,-463.603,324.617,975.6,-512.928,239.183,975.6,-457.978,213.559,975.6,-413.937,289.841,975.6
RE+3_R2_CH18_A,637587782,1,2,3,3,1,6,1,10073.6,-482.287,129.227,975.6,-497.4,43.5177,975.6,-435.7,38.1196,975.6,-422.462,113.197,975.6
RE+3_R2_CH18_B,637620550,1,2,3,3,1,6,2,7690.99,-421.492,112.937,975.6,-434.7,38.0326,975.6,-380.8,33.3164,975.6,-369.23,98.9341,975.6
RE+3_R2_CH18_C,637653318,1,2,3,3,1,6,3,5964.8,-368.26,98.6738,975.6,-379.8,33.2294,975.6,-331.9,29.039,975.6,-321.816,86.2287,975.6
RE+3_R3_CH18_A,637587786,1,3,3,3,1,6,1,12126,-672.526,180.201,975.6,-693.6,60.6833,975.6,-641.7,56.1429,975.6,-622.203,166.717,975.6
RE+3_R3_CH18_B,637620554,1,3,3,3,1,6,2,16009.7,-621.233,166.458,975.6,-640.7,56.055,975.6,-564.8,49.4142,975.6,-547.639,146.739,975.6
RE+3_R3_CH18_C,637653322,1,3,3,3,1,6,3,11278.6,-546.669,146.478,975.6,-563.8,49.3272,975.6,-503.4,44.0426,975.6,-488.105,130.786,975.6
RE+3_R2_CH20_A,637571526,1,2,3,4,1,2,1,10073.6,-497.4,-43.5177,975.6,-482.287,-129.227,975.6,-422.462,-113.197,975.6,-435.7,-38.1196,975.6
RE+3_R2_CH20_B,637604294,1,2,3,4,1,2,2,7690.99,-434.7,-38.0326,975.6,-421.492,-112.937,975.6,-369.23,-98.9341,975.6,-380.8,-33.3164,975.6
RE+3_R2_CH20_C,637637062,1,2,3,4,1,2,3,5964.8,-379.8,-33.2294,975.6,-368.26,-98.6738,975.6,-321.816,-86.2287,975.6,-331.9,-29.039,975.6
RE+3_R3_CH20_A,637571530,1,3,3,4,1,2,1,12126,-693.6,-60.6833,975.6,-672.526,-180.201,975.6,-622.203,-166.717,975.6,-641.7,-56.1429,975.6
RE+3_R3_CH20_B,637604298,1,3,3,4,1,2,2,16009.7,-640.7,-56.055,975.6,-621.233,-166.458,975.6,-547.639,-146.739,975.6,-564.8,-49.4142,975.6
RE+3_R3_CH20_C,637637066,1,3,3,4,1,2,3,11278.6,-563.8,-49.3272,975.6,-546.669,-146.478,975.6,-488.105,-130.786,975.6,-503.4,-44.0426,975.6
RE+3_R2_CH22_A,637579718,1,2,3,4,1,4,1,10073.6,-452.519,-211.014,975.6,-409.003,-286.386,975.6,-358.268,-250.861,975.6,-396.386,-184.839,975.6
RE+3_R2_CH22_B,637612486,1,2,3,4,1,4,2,7690.99,-395.476,-184.415,975.6,-357.446,-250.285,975.6,-313.125,-219.252,975.6,-346.44,-161.548,975.6
RE+3_R2_CH22_C,637645254,1,2,3,4,1,4,3,5964.8,-345.53,-161.125,975.6,-312.303,-218.675,975.6,-272.916,-191.096,975.6,-301.952,-140.804,975.6
RE+3_R3_CH22_A,637579722,1,3,3,4,1,4,1,12126,-631.016,-294.249,975.6,-570.335,-399.351,975.6,-527.659,-369.469,975.6,-583.798,-272.231,975.6
RE+3_R3_CH22_B,637612490,1,3,3,4,1,4,2,16009.7,-582.889,-271.807,975.6,-526.836,-368.893,975.6,-464.425,-325.193,975.6,-513.838,-239.607,975.6
RE+3_R3_CH22_C,637645258,1,3,3,4,1,4,3,11278.6,-512.928,-239.183,975.6,-463.603,-324.617,975.6,-413.937,-289.841,975.6,-457.978,-213.559,975.6
RE+3_R2_CH24_A,637587910,1,2,3,4,1,6,1,10073.6,-353.058,-353.059,975.6,-286.387,-409.002,975.6,-250.862,-358.267,975.6,-309.263,-309.264,975.6
RE+3_R2_CH24_B,637620678,1,2,3,4,1,6,2,7690.99,-308.552,-308.554,975.6,-250.287,-357.445,975.6,-219.253,-313.124,975.6,-270.294,-270.295,975.6
RE+3_R2_CH24_C,637653446,1,2,3,4,1,6,3,5964.8,-269.584,-269.586,975.6,-218.677,-312.302,975.6,-191.098,-272.914,975.6,-235.584,-235.586,975.6
RE+3_R3_CH24_A,637587914,1,3,3,4,1,6,1,12126,-492.322,-492.323,975.6,-399.353,-570.333,975.6,-369.471,-527.657,975.6,-455.483,-455.485,975.6
RE+3_R3_CH24_B,637620682,1,3,3,4,1,6,2,16009.7,-454.773,-454.774,975.6,-368.895,-526.835,975.6,-325.194,-464.424,975.6,-400.899,-400.9,975.6
RE+3_R3_CH24_C,637653450,1,3,3,4,1,6,3,11278.6,-400.189,-400.19,975.6,-324.618,-463.601,975.6,-289.842,-413.936,975.6,-357.317,-357.318,975.6
RE+3_R2_CH26_A,637571654,1,2,3,5,1,2,1,10073.6,-211.012,-452.52,975.6,-129.229,-482.286,975.6,-113.199,-422.461,975.6,-184.837,-396.387,975.6
RE+3_R2_CH26_B,637604422,1,2,3,5,1,2,2,7690.99,-184.413,-395.477,975.6,-112.94,-421.491,975.6,-98.9354,-369.229,975.6,-161.547,-346.441,975.6
RE+3_R2_CH26_C,637637190,1,2,3,5,1,2,3,5964.8,-161.122,-345.531,975.6,-98.6761,-368.26,975.6,-86.2316,-321.815,975.6,-140.801,-301.953,975.6
RE+3_R3_CH26_A,637571658,1,3,3,5,1,2,1,12126,-294.247,-631.017,975.6,-180.204,-672.525,975.6,-166.72,-622.202,975.6,-272.229,-583.8,975.6
RE+3_R3_CH26_B,637604426,1,3,3,5,1,2,2,16009.7,-271.805,-582.89,975.6,-166.46,-621.232,975.6,-146.74,-547.639,975.6,-239.606,-513.838,975.6
RE+3_R3_CH26_C,637637194,1,3,3,5,1,2,3,11278.6,-239.181,-512.929,975.6,-146.481,-546.669,975.6,-130.788,-488.104,975.6,-213.558,-457.978,975.6
RE+3_R2_CH28_A,637579846,1,2,3,5,1,4,1,10073.6,-43.516,-497.4,975.6,43.516,-497.4,975.6,38.118,-435.7,975.6,-38.118,-435.7,975.6
RE+3_R2_CH28_B,637612614,1,2,3,5,1,4,2,7690.99,-38.03,-434.7,975.6,38.03,-434.7,975.6,33.315,-380.8,975.6,-33.315,-380.8,975.6
RE+3_R2_CH28_C,637645382,1,2,3,5,1,4,3,5964.8,-33.227,-379.8,975.6,33.227,-379.8,975.6,29.036,-331.9,975.6,-29.036,-331.9,975.6
RE+3_R3_CH28_A,637579850,1,3,3,5,1,4,1,12126,-60.681,-693.6,975.6,60.681,-693.6,975.6,56.14,-641.7,975.6,-56.14,-641.7,975.6
RE+3_R3_CH28_B,637612618,1,3,3,5,1,4,2,16009.7,-56.053,-640.7,975.6,56.053,-640.7,975.6,49.413,-564.8,975.6,-49.413,-564.8,975.6
