roll_name,det_id,region,ring,station,sector,layer,subsector,roll,area,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4
W-1_RB4-_S08_Forward,637633521,0,-1,4,8,1,1,3,24789.6,-564.808,-430.823,-263.9,-663.808,-259.35,-263.9,-663.808,-259.35,-389.1,-564.808,-430.823,-389.1
W-1_RB4_S09_Backward,637568113,0,-1,4,9,1,1,1,23146.2,-262.597,-664.763,-146.4,-434.07,-565.763,-146.4,-434.07,-565.763,-263.3,-262.597,-664.763,-263.3
W-1_RB4_S09_Forward,637633649,0,-1,4,9,1,1,3,24789.6,-262.597,-664.763,-263.9,-434.07,-565.763,-263.9,-434.07,-565.763,-389.1,-262.597,-664.763,-389.1
W-1_RB4-_S10_Backward,637568241,0,-1,4,10,1,1,1,28991.2,-10.7,-704.55,-146.4,-258.7,-704.55,-146.4,-258.7,-704.55,-263.3,-10.7,-704.55,-263.3
W-1_RB4-_S10_Forward,637633777,0,-1,4,10,1,1,3,31049.6,-10.7,-704.55,-263.9,-258.7,-704.55,-263.9,-258.7,-704.55,-389.1,-10.7,-704.55,-389.1
W-1_RB4+_S10_Backward,637572337,0,-1,4,10,1,2,1,28991.2,258.7,-704.55,-146.4,10.7,-704.55,-146.4,10.7,-704.55,-263.3,258.7,-704.55,-263.3
W-1_RB4+_S10_Forward,637637873,0,-1,4,10,1,2,3,31049.6,258.7,-704.55,-263.9,10.7,-704.55,-263.9,10.7,-704.55,-389.1,258.7,-704.55,-389.1
W-1_RB4_S11_Backward,637568369,0,-1,4,11,1,1,1,23146.2,434.04,-565.78,-146.4,262.567,-664.78,-146.4,262.567,-664.78,-263.3,434.04,-565.78,-263.3
W-1_RB4_S11_Forward,637633905,0,-1,4,11,1,1,3,24789.6,434.04,-565.78,-263.9,262.567,-664.78,-263.9,262.567,-664.78,-389.1,434.04,-565.78,-389.1
W-1_RB4-_S12_Backward,637568497,0,-1,4,12,1,1,1,17301.2,563.808,-432.556,-146.4,489.808,-560.727,-146.4,489.808,-560.727,-263.3,563.808,-432.556,-263.3
W-1_RB4+_S12_Backward,637572593,0,-1,4,12,1,2,1,23146.2,663.808,-259.35,-146.4,564.808,-430.823,-146.4,564.808,-430.823,-263.3,663.808,-259.35,-263.3
W-1_RB4-_S12_Forward,637634033,0,-1,4,12,1,1,3,18529.6,563.808,-432.556,-263.9,489.808,-560.727,-263.9,489.808,-560.727,-389.1,563.808,-432.556,-389.1
W-1_RB4+_S12_Forward,637638129,0,-1,4,12,1,2,3,24789.6,663.808,-259.35,-263.9,564.808,-430.823,-263.9,564.808,-430.823,-389.1,663.808,-259.35,-389.1
W+0_RB1in_S01_Backward,637566997,0,0,1,1,1,1,1,24081.4,413.675,140.6,122.2,413.675,-65.4,122.2,413.675,-65.4,5.3,413.675,140.6,5.3
W+0_RB1in_S01_Forward,637632533,0,0,1,1,1,1,3,25791.2,413.675,140.6,4.7,413.675,-65.4,4.7,413.675,-65.4,-120.5,413.675,140.6,-120.5
W+0_RB1out_S01_Backward,637569045,0,0,1,1,2,1,1,24081.4,448.675,-69.9,122.2,448.675,136.1,122.2,448.675,136.1,5.3,448.675,-69.9,5.3
W+0_RB1out_S01_Forward,637634581,0,0,1,1,2,1,3,25791.2,448.675,-69.9,4.7,448.675,136.1,4.7,448.675,136.1,-120.5,448.675,-69.9,-120.5
W+0_RB1in_S05_Backward,637567509,0,0,1,5,1,1,1,24081.4,-328.601,287.953,122.2,-150.199,390.953,122.2,-150.199,390.953,5.3,-328.601,287.953,5.3
W+0_RB1in_S05_Forward,637633045,0,0,1,5,1,1,3,25791.2,-328.601,287.953,4.7,-150.199,390.953,4.7,-150.199,390.953,-120.5,-328.601,287.953,-120.5
W+0_RB1out_S05_Backward,637569557,0,0,1,5,2,1,1,24081.4,-163.802,423.514,122.2,-342.204,320.514,122.2,-342.204,320.514,5.3,-163.802,423.514,5.3
W+0_RB1out_S05_Forward,637635093,0,0,1,5,2,1,3,25791.2,-163.802,423.514,4.7,-342.204,320.514,4.7,-342.204,320.514,-120.5,-163.802,423.514,-120.5
W+0_RB1in_S09_Backward,637568021,0,0,1,9,1,1,1,24081.4,-85.0743,-428.553,122.2,-263.476,-325.553,122.2,-263.476,-325.553,5.3,-85.0743,-428.553,5.3
W+0_RB1in_S09_Forward,637633557,0,0,1,9,1,1,3,25791.2,-85.0743,-428.553,4.7,-263.476,-325.553,4.7,-263.476,-325.553,-120.5,-85.0743,-428.553,-120.5
W+0_RB1out_S09_Backward,637570069,0,0,1,9,2,1,1,24081.4,-284.873,-353.614,122.2,-106.471,-456.614,122.2,-106.471,-456.614,5.3,-284.873,-353.614,5.3
W+0_RB1out_S09_Forward,637635605,0,0,1,9,2,1,3,25791.2,-284.873,-353.614,4.7,-106.471,-456.614,4.7,-106.471,-456.614,-120.5,-284.873,-353.614,-120.5
W+0_RB1in_S02_Backward,637567125,0,0,1,2,1,1,1,24081.4,390.953,150.199,-122.2,287.953,328.601,-122.2,287.953,328.601,-5.3,390.953,150.199,-5.3
W+0_RB1in_S02_Forward,637632661,0,0,1,2,1,1,3,25791.2,390.953,150.199,-4.7,287.953,328.601,-4.7,287.953,328.601,120.5,390.953,150.199,120.5
W+0_RB1out_S02_Backward,637569173,0,0,1,2,2,1,1,24081.4,320.514,342.204,-122.2,423.514,163.802,-122.2,423.514,163.802,-5.3,320.514,342.204,-5.3
W+0_RB1out_S02_Forward,637634709,0,0,1,2,2,1,3,25791.2,320.514,342.204,-4.7,423.514,163.802,-4.7,423.514,163.802,120.5,320.514,342.204,120.5
W+0_RB1in_S06_Backward,637567637,0,0,1,6,1,1,1,24081.4,-325.553,263.476,-122.2,-428.553,85.0743,-122.2,-428.553,85.0743,-5.3,-325.553,263.476,-5.3
W+0_RB1in_S06_Forward,637633173,0,0,1,6,1,1,3,25791.2,-325.553,263.476,-4.7,-428.553,85.0743,-4.7,-428.553,85.0743,120.5,-325.553,263.476,120.5
W+0_RB1out_S06_Backward,637569685,0,0,1,6,2,1,1,24081.4,-456.614,106.471,-122.2,-353.614,284.873,-122.2,-353.614,284.873,-5.3,-456.614,106.471,-5.3
W+0_RB1out_S06_Forward,637635221,0,0,1,6,2,1,3,25791.2,-456.614,106.471,-4.7,-353.614,284.873,-4.7,-353.614,284.873,120.5,-456.614,106.471,120.5
W+0_RB1in_S10_Backward,637568149,0,0,1,10,1,1,1,24081.4,-65.4,-413.675,-122.2,140.6,-413.675,-122.2,140.6,-413.675,-5.3,-65.4,-413.675,-5.3
W+0_RB1in_S10_Forward,637633685,0,0,1,10,1,1,3,25791.2,-65.4,-413.675,-4.7,140.6,-413.675,-4.7,140.6,-413.675,120.5,-65.4,-413.675,120.5
W+0_RB1out_S10_Backward,637570197,0,0,1,10,2,1,1,24081.4,136.1,-448.675,-122.2,-69.9,-448.675,-122.2,-69.9,-448.675,-5.3,136.1,-448.675,-5.3
W+0_RB1out_S10_Forward,637635733,0,0,1,10,2,1,3,25791.2,136.1,-448.675,-4.7,-69.9,-448.675,-4.7,-69.9,-448.675,120.5,136.1,-448.675,120.5
W+0_RB1in_S03_Backward,637567253,0,0,1,3,1,1,1,24081.4,263.476,325.553,-122.2,85.0743,428.553,-122.2,85.0743,428.553,-5.3,263.476,325.553,-5.3
W+0_RB1in_S03_Forward,637632789,0,0,1,3,1,1,3,25791.2,263.476,325.553,-4.7,85.0743,428.553,-4.7,85.0743,428.553,120.5,263.476,325.553,120.5
W+0_RB1out_S03_Backward,637569301,0,0,1,3,2,1,1,24081.4,106.471,456.614,-122.2,284.873,353.614,-122.2,284.873,353.614,-5.3,106.471,456.614,-5.3
W+0_RB1out_S03_Forward,637634837,0,0,1,3,2,1,3,25791.2,106.471,456.614,-4.7,284.873,353.614,-4.7,284.873,353.614,120.5,106.471,456.614,120.5
W+0_RB1in_S07_Backward,637567765,0,0,1,7,1,1,1,24081.4,-413.675,65.4,-122.2,-413.675,-140.6,-122.2,-413.675,-140.6,-5.3,-413.675,65.4,-5.3
W+0_RB1in_S07_Forward,637633301,0,0,1,7,1,1,3,25791.2,-413.675,65.4,-4.7,-413.675,-140.6,-4.7,-413.675,-140.6,120.5,-413.675,65.4,120.5
W+0_RB1out_S07_Backward,637569813,0,0,1,7,2,1,1,24081.4,-448.675,-136.1,-122.2,-448.675,69.9,-122.2,-448.675,69.9,-5.3,-448.675,-136.1,-5.3
W+0_RB1out_S07_Forward,637635349,0,0,1,7,2,1,3,25791.2,-448.675,-136.1,-4.7,-448.675,69.9,-4.7,-448.675,69.9,120.5,-448.675,-136.1,120.5
W+0_RB1in_S11_Backward,637568277,0,0,1,11,1,1,1,24081.4,150.199,-390.953,-122.2,328.601,-287.953,-122.2,328.601,-287.953,-5.3,150.199,-390.953,-5.3
W+0_RB1in_S11_Forward,637633813,0,0,1,11,1,1,3,25791.2,150.199,-390.953,-4.7,328.601,-287.953,-4.7,328.601,-287.953,120.5,150.199,-390.953,120.5
W+0_RB1out_S11_Backward,637570325,0,0,1,11,2,1,1,24081.4,342.204,-320.514,-122.2,163.802,-423.514,-122.2,163.802,-423.514,-5.3,342.204,-320.514,-5.3
W+0_RB1out_S11_Forward,637635861,0,0,1,11,2,1,3,25791.2,342.204,-320.514,-4.7,163.802,-423.514,-4.7,163.802,-423.514,120.5,342.204,-320.514,120.5
W+0_RB1in_S04_Backward,637567381,0,0,1,4,1,1,1,24081.4,-140.6,413.675,122.2,65.4,413.675,122.2,65.4,413.675,5.3,-140.6,413.675,5.3
W+0_RB1in_S04_Forward,637632917,0,0,1,4,1,1,3,25791.2,-140.6,413.675,4.7,65.4,413.675,4.7,65.4,413.675,-120.5,-140.6,413.675,-120.5
W+0_RB1out_S04_Backward,637569429,0,0,1,4,2,1,1,24081.4,69.9,448.675,122.2,-136.1,448.675,122.2,-136.1,448.675,5.3,69.9,448.675,5.3
W+0_RB1out_S04_Forward,637634965,0,0,1,4,2,1,3,25791.2,69.9,448.675,4.7,-136.1,448.675,4.7,-136.1,448.675,-120.5,69.9,448.675,-120.5
W+0_RB1in_S08_Backward,637567893,0,0,1,8,1,1,1,24081.4,-287.953,-328.601,122.2,-390.953,-150.199,122.2,-390.953,-150.199,5.3,-287.953,-328.601,5.3
W+0_RB1in_S08_Forward,637633429,0,0,1,8,1,1,3,25791.2,-287.953,-328.601,4.7,-390.953,-150.199,4.7,-390.953,-150.199,-120.5,-287.953,-328.601,-120.5
W+0_RB1out_S08_Backward,637569941,0,0,1,8,2,1,1,24081.4,-423.514,-163.802,122.2,-320.514,-342.204,122.2,-320.514,-342.204,5.3,-423.514,-163.802,5.3
W+0_RB1out_S08_Forward,637635477,0,0,1,8,2,1,3,25791.2,-423.514,-163.802,4.7,-320.514,-342.204,4.7,-320.514,-342.204,-120.5,-423.514,-163.802,-120.5
W+0_RB1in_S12_Backward,637568405,0,0,1,12,1,1,1,24081.4,428.553,-85.0743,122.2,325.553,-263.476,122.2,325.553,-263.476,5.3,428.553,-85.0743,5.3
W+0_RB1in_S12_Forward,637633941,0,0,1,12,1,1,3,25791.2,428.553,-85.0743,4.7,325.553,-263.476,4.7,325.553,-263.476,-120.5,428.553,-85.0743,-120.5
W+0_RB1out_S12_Backward,637570453,0,0,1,12,2,1,1,24081.4,353.614,-284.873,122.2,456.614,-106.471,122.2,456.614,-106.471,5.3,353.614,-284.873,5.3
W+0_RB1out_S12_Forward,637635989,0,0,1,12,2,1,3,25791.2,353.614,-284.873,4.7,456.614,-106.471,4.7,456.614,-106.471,-120.5,353.614,-284.873,-120.5
W+0_RB2in_S01_Backward,637567029,0,0,2,1,1,1,1,19071.2,494.975,106,122.2,494.975,-142,122.2,494.975,-142,45.3,494.975,106,45.3
W+0_RB2in_S01_Middle,637599797,0,0,2,1,1,1,2,19691.2,494.975,106,44.7,494.975,-142,44.7,494.975,-142,-34.7,494.975,106,-34.7
W+0_RB2in_S01_Forward,637632565,0,0,2,1,1,1,3,21129.6,494.975,106,-35.3,494.975,-142,-35.3,494.975,-142,-120.5,494.975,106,-120.5
W+0_RB2out_S01_Backward,637569077,0,0,2,1,2,1,1,28991.2,529.975,-142.7,122.2,529.975,105.3,122.2,529.975,105.3,5.3,529.975,-142.7,5.3
W+0_RB2out_S01_Forward,637634613,0,0,2,1,2,1,3,31049.6,529.975,-142.7,4.7,529.975,105.3,4.7,529.975,105.3,-120.5,529.975,-142.7,-120.5
W+0_RB2in_S05_Backward,637567541,0,0,2,5,1,1,1,19071.2,-339.286,375.661,122.2,-124.512,499.661,122.2,-124.512,499.661,45.3,-339.286,375.661,45.3
W+0_RB2in_S05_Middle,637600309,0,0,2,5,1,1,2,19691.2,-339.286,375.661,44.7,-124.512,499.661,44.7,-124.512,499.661,-34.7,-339.286,375.661,-34.7
W+0_RB2in_S05_Forward,637633077,0,0,2,5,1,1,3,21129.6,-339.286,375.661,-35.3,-124.512,499.661,-35.3,-124.512,499.661,-120.5,-339.286,375.661,-120.5
W+0_RB2out_S05_Backward,637569589,0,0,2,5,2,1,1,28991.2,-141.406,530.322,122.2,-356.18,406.322,122.2,-356.18,406.322,5.3,-141.406,530.322,5.3
W+0_RB2out_S05_Forward,637635125,0,0,2,5,2,1,3,31049.6,-141.406,530.322,4.7,-356.18,406.322,4.7,-356.18,406.322,-120.5,-141.406,530.322,-120.5
W+0_RB2in_S09_Backward,637568053,0,0,2,9,1,1,1,19071.2,-155.689,-481.661,122.2,-370.463,-357.661,122.2,-370.463,-357.661,45.3,-155.689,-481.661,45.3
W+0_RB2in_S09_Middle,637600821,0,0,2,9,1,1,2,19691.2,-155.689,-481.661,44.7,-370.463,-357.661,44.7,-370.463,-357.661,-34.7,-155.689,-481.661,-34.7
W+0_RB2in_S09_Forward,637633589,0,0,2,9,1,1,3,21129.6,-155.689,-481.661,-35.3,-370.463,-357.661,-35.3,-370.463,-357.661,-120.5,-155.689,-481.661,-120.5
W+0_RB2out_S09_Backward,637570101,0,0,2,9,2,1,1,28991.2,-388.569,-387.622,122.2,-173.795,-511.622,122.2,-173.795,-511.622,5.3,-388.569,-387.622,5.3
W+0_RB2out_S09_Forward,637635637,0,0,2,9,2,1,3,31049.6,-388.569,-387.622,4.7,-173.795,-511.622,4.7,-173.795,-511.622,-120.5,-388.569,-387.622,-120.5
W+0_RB2in_S02_Backward,637567157,0,0,2,2,1,1,1,19071.2,499.661,124.512,-122.2,375.661,339.286,-122.2,375.661,339.286,-45.3,499.661,124.512,-45.3
W+0_RB2in_S02_Middle,637599925,0,0,2,2,1,1,2,19691.2,499.661,124.512,-44.7,375.661,339.286,-44.7,375.661,339.286,34.7,499.661,124.512,34.7
W+0_RB2in_S02_Forward,637632693,0,0,2,2,1,1,3,21129.6,499.661,124.512,35.3,375.661,339.286,35.3,375.661,339.286,120.5,499.661,124.512,120.5
W+0_RB2out_S02_Backward,637569205,0,0,2,2,2,1,1,28991.2,406.322,356.18,-122.2,530.322,141.406,-122.2,530.322,141.406,-5.3,406.322,356.18,-5.3
W+0_RB2out_S02_Forward,637634741,0,0,2,2,2,1,3,31049.6,406.322,356.18,-4.7,530.322,141.406,-4.7,530.322,141.406,120.5,406.322,356.18,120.5
W+0_RB2in_S06_Backward,637567669,0,0,2,6,1,1,1,19071.2,-357.661,370.463,-122.2,-481.661,155.689,-122.2,-481.661,155.689,-45.3,-357.661,370.463,-45.3
W+0_RB2in_S06_Middle,637600437,0,0,2,6,1,1,2,19691.2,-357.661,370.463,-44.7,-481.661,155.689,-44.7,-481.661,155.689,34.7,-357.661,370.463,34.7
W+0_RB2in_S06_Forward,637633205,0,0,2,6,1,1,3,21129.6,-357.661,370.463,35.3,-481.661,155.689,35.3,-481.661,155.689,120.5,-357.661,370.463,120.5
W+0_RB2out_S06_Backward,637569717,0,0,2,6,2,1,1,28991.2,-511.622,173.795,-122.2,-387.622,388.569,-122.2,-387.622,388.569,-5.3,-511.622,173.795,-5.3
W+0_RB2out_S06_Forward,637635253,0,0,2,6,2,1,3,31049.6,-511.622,173.795,-4.7,-387.622,388.569,-4.7,-387.622,388.569,120.5,-511.622,173.795,120.5
W+0_RB2in_S10_Backward,637568181,0,0,2,10,1,1,1,19071.2,-142,-494.975,-122.2,106,-494.975,-122.2,106,-494.975,-45.3,-142,-494.975,-45.3
W+0_RB2in_S10_Middle,637600949,0,0,2,10,1,1,2,19691.2,-142,-494.975,-44.7,106,-494.975,-44.7,106,-494.975,34.7,-142,-494.975,34.7
W+0_RB2in_S10_Forward,637633717,0,0,2,10,1,1,3,21129.6,-142,-494.975,35.3,106,-494.975,35.3,106,-494.975,120.5,-142,-494.975,120.5
W+0_RB2out_S10_Backward,637570229,0,0,2,10,2,1,1,28991.2,105.3,-529.975,-122.2,-142.7,-529.975,-122.2,-142.7,-529.975,-5.3,105.3,-529.975,-5.3
W+0_RB2out_S10_Forward,637635765,0,0,2,10,2,1,3,31049.6,105.3,-529.975,-4.7,-142.7,-529.975,-4.7,-142.7,-529.975,120.5,105.3,-529.975,120.5
W+0_RB2in_S03_Backward,637567285,0,0,2,3,1,1,1,19071.2,370.463,357.661,-122.2,155.689,481.661,-122.2,155.689,481.661,-45.3,370.463,357.661,-45.3
W+0_RB2in_S03_Middle,637600053,0,0,2,3,1,1,2,19691.2,370.463,357.661,-44.7,155.689,481.661,-44.7,155.689,481.661,34.7,370.463,357.661,34.7
W+0_RB2in_S03_Forward,637632821,0,0,2,3,1,1,3,21129.6,370.463,357.661,35.3,155.689,481.661,35.3,155.689,481.661,120.5,370.463,357.661,120.5
W+0_RB2out_S03_Backward,637569333,0,0,2,3,2,1,1,28991.2,173.795,511.622,-122.2,388.569,387.622,-122.2,388.569,387.622,-5.3,173.795,511.622,-5.3
W+0_RB2out_S03_Forward,637634869,0,0,2,3,2,1,3,31049.6,173.795,511.622,-4.7,388.569,387.622,-4.7,388.569,387.622,120.5,173.795,511.622,120.5
W+0_RB2in_S07_Backward,637567797,0,0,2,7,1,1,1,19071.2,-494.975,142,-122.2,-494.975,-106,-122.2,-494.975,-106,-45.3,-494.975,142,-45.3
W+0_RB2in_S07_Middle,637600565,0,0,2,7,1,1,2,19691.2,-494.975,142,-44.7,-494.975,-106,-44.7,-494.975,-106,34.7,-494.975,142,34.7
W+0_RB2in_S07_Forward,637633333,0,0,2,7,1,1,3,21129.6,-494.975,142,35.3,-494.975,-106,35.3,-494.975,-106,120.5,-494.975,142,120.5
W+0_RB2out_S07_Backward,637569845,0,0,2,7,2,1,1,28991.2,-529.975,-105.3,-122.2,-529.975,142.7,-122.2,-529.975,142.7,-5.3,-529.975,-105.3,-5.3
W+0_RB2out_S07_Forward,637635381,0,0,2,7,2,1,3,31049.6,-529.975,-105.3,-4.7,-529.975,142.7,-4.7,-529.975,142.7,120.5,-529.975,-105.3,120.5
W+0_RB2in_S11_Backward,637568309,0,0,2,11,1,1,1,19071.2,124.512,-499.661,-122.2,339.286,-375.661,-122.2,339.286,-375.661,-45.3,124.512,-499.661,-45.3
W+0_RB2in_S11_Middle,637601077,0,0,2,11,1,1,2,19691.2,124.512,-499.661,-44.7,339.286,-375.661,-44.7,339.286,-375.661,34.7,124.512,-499.661,34.7
W+0_RB2in_S11_Forward,637633845,0,0,2,11,1,1,3,21129.6,124.512,-499.661,35.3,339.286,-375.661,35.3,339.286,-375.661,120.5,124.512,-499.661,120.5
W+0_RB2out_S11_Backward,637570357,0,0,2,11,2,1,1,28991.2,356.18,-406.322,-122.2,141.406,-530.322,-122.2,141.406,-530.322,-5.3,356.18,-406.322,-5.3
W+0_RB2out_S11_Forward,637635893,0,0,2,11,2,1,3,31049.6,356.18,-406.322,-4.7,141.406,-530.322,-4.7,141.406,-530.322,120.5,356.18,-406.322,120.5
W+0_RB2in_S04_Backward,637567413,0,0,2,4,1,1,1,19071.2,-106,494.975,122.2,142,494.975,122.2,142,494.975,45.3,-106,494.975,45.3
W+0_RB2in_S04_Middle,637600181,0,0,2,4,1,1,2,19691.2,-106,494.975,44.7,142,494.975,44.7,142,494.975,-34.7,-106,494.975,-34.7
W+0_RB2in_S04_Forward,637632949,0,0,2,4,1,1,3,21129.6,-106,494.975,-35.3,142,494.975,-35.3,142,494.975,-120.5,-106,494.975,-120.5
W+0_RB2out_S04_Backward,637569461,0,0,2,4,2,1,1,28991.2,142.7,529.975,122.2,-105.3,529.975,122.2,-105.3,529.975,5.3,142.7,529.975,5.3
W+0_RB2out_S04_Forward,637634997,0,0,2,4,2,1,3,31049.6,142.7,529.975,4.7,-105.3,529.975,4.7,-105.3,529.975,-120.5,142.7,529.975,-120.5
W+0_RB2in_S08_Backward,637567925,0,0,2,8,1,1,1,19071.2,-375.661,-339.286,122.2,-499.661,-124.512,122.2,-499.661,-124.512,45.3,-375.661,-339.286,45.3
W+0_RB2in_S08_Middle,637600693,0,0,2,8,1,1,2,19691.2,-375.661,-339.286,44.7,-499.661,-124.512,44.7,-499.661,-124.512,-34.7,-375.661,-339.286,-34.7
W+0_RB2in_S08_Forward,637633461,0,0,2,8,1,1,3,21129.6,-375.661,-339.286,-35.3,-499.661,-124.512,-35.3,-499.661,-124.512,-120.5,-375.661,-339.286,-120.5
W+0_RB2out_S08_Backward,637569973,0,0,2,8,2,1,1,28991.2,-530.322,-141.406,122.2,-406.322,-356.18,122.2,-406.322,-356.18,5.3,-530.322,-141.406,5.3
W+0_RB2out_S08_Forward,637635509,0,0,2,8,2,1,3,31049.6,-530.322,-141.406,4.7,-406.322,-356.18,4.7,-406.322,-356.18,-120.5,-530.322,-141.406,-120.5
W+0_RB2in_S12_Backward,637568437,0,0,2,12,1,1,1,19071.2,481.661,-155.689,122.2,357.661,-370.463,122.2,357.661,-370.463,45.3,481.661,-155.689,45.3
W+0_RB2in_S12_Middle,637601205,0,0,2,12,1,1,2,19691.2,481.661,-155.689,44.7,357.661,-370.463,44.7,357.661,-370.463,-34.7,481.661,-155.689,-34.7
W+0_RB2in_S12_Forward,637633973,0,0,2,12,1,1,3,21129.6,481.661,-155.689,-35.3,357.661,-370.463,-35.3,357.661,-370.463,-120.5,481.661,-155.689,-120.5
W+0_RB2out_S12_Backward,637570485,0,0,2,12,2,1,1,28991.2,387.622,-388.569,122.2,511.622,-173.795,122.2,511.622,-173.795,5.3,387.622,-388.569,5.3
W+0_RB2out_S12_Forward,637636021,0,0,2,12,2,1,3,31049.6,387.622,-388.569,4.7,511.622,-173.795,4.7,511.622,-173.795,-120.5,387.622,-388.569,-120.5
W+0_RB3-_S01_Backward,637567061,0,0,3,1,1,1,1,17301.2,602.15,17.4,122.2,602.15,-130.6,122.2,602.15,-130.6,5.3,602.15,17.4,5.3
W+0_RB3+_S01_Backward,637571157,0,0,3,1,1,2,1,17301.2,602.15,167.4,122.2,602.15,19.4,122.2,602.15,19.4,5.3,602.15,167.4,5.3
W+0_RB3-_S01_Forward,637632597,0,0,3,1,1,1,3,18529.6,602.15,17.4,4.7,602.15,-130.6,4.7,602.15,-130.6,-120.5,602.15,17.4,-120.5
W+0_RB3+_S01_Forward,637636693,0,0,3,1,1,2,3,18529.6,602.15,167.4,4.7,602.15,19.4,4.7,602.15,19.4,-120.5,602.15,167.4,-120.5
W+0_RB3-_S05_Backward,637567573,0,0,3,5,1,1,1,17301.2,-316.144,512.777,122.2,-187.972,586.777,122.2,-187.972,586.777,5.3,-316.144,512.777,5.3
W+0_RB3+_S05_Backward,637571669,0,0,3,5,1,2,1,17301.2,-446.048,437.777,122.2,-317.876,511.777,122.2,-317.876,511.777,5.3,-446.048,437.777,5.3
W+0_RB3-_S05_Forward,637633109,0,0,3,5,1,1,3,18529.6,-316.144,512.777,4.7,-187.972,586.777,4.7,-187.972,586.777,-120.5,-316.144,512.777,-120.5
W+0_RB3+_S05_Forward,637637205,0,0,3,5,1,2,3,18529.6,-446.048,437.777,4.7,-317.876,511.777,4.7,-317.876,511.777,-120.5,-446.048,437.777,-120.5
W+0_RB3-_S09_Backward,637568085,0,0,3,9,1,1,1,17301.2,-286.006,-530.177,122.2,-414.178,-456.177,122.2,-414.178,-456.177,5.3,-286.006,-530.177,5.3
W+0_RB3+_S09_Backward,637572181,0,0,3,9,1,2,1,17301.2,-156.102,-605.177,122.2,-284.274,-531.177,122.2,-284.274,-531.177,5.3,-156.102,-605.177,5.3
W+0_RB3-_S09_Forward,637633621,0,0,3,9,1,1,3,18529.6,-286.006,-530.177,4.7,-414.178,-456.177,4.7,-414.178,-456.177,-120.5,-286.006,-530.177,-120.5
W+0_RB3+_S09_Forward,637637717,0,0,3,9,1,2,3,18529.6,-156.102,-605.177,4.7,-284.274,-531.177,4.7,-284.274,-531.177,-120.5,-156.102,-605.177,-120.5
W+0_RB3-_S02_Backward,637567189,0,0,3,2,1,1,1,17301.2,586.777,187.972,-122.2,512.777,316.144,-122.2,512.777,316.144,-5.3,586.777,187.972,-5.3
W+0_RB3+_S02_Backward,637571285,0,0,3,2,1,2,1,17301.2,511.777,317.876,-122.2,437.777,446.048,-122.2,437.777,446.048,-5.3,511.777,317.876,-5.3
W+0_RB3-_S02_Forward,637632725,0,0,3,2,1,1,3,18529.6,586.777,187.972,-4.7,512.777,316.144,-4.7,512.777,316.144,120.5,586.777,187.972,120.5
W+0_RB3+_S02_Forward,637636821,0,0,3,2,1,2,3,18529.6,511.777,317.876,-4.7,437.777,446.048,-4.7,437.777,446.048,120.5,511.777,317.876,120.5
W+0_RB3-_S06_Backward,637567701,0,0,3,6,1,1,1,17301.2,-456.177,414.178,-122.2,-530.177,286.006,-122.2,-530.177,286.006,-5.3,-456.177,414.178,-5.3
W+0_RB3+_S06_Backward,637571797,0,0,3,6,1,2,1,17301.2,-531.177,284.274,-122.2,-605.177,156.102,-122.2,-605.177,156.102,-5.3,-531.177,284.274,-5.3
W+0_RB3-_S06_Forward,637633237,0,0,3,6,1,1,3,18529.6,-456.177,414.178,-4.7,-530.177,286.006,-4.7,-530.177,286.006,120.5,-456.177,414.178,120.5
W+0_RB3+_S06_Forward,637637333,0,0,3,6,1,2,3,18529.6,-531.177,284.274,-4.7,-605.177,156.102,-4.7,-605.177,156.102,120.5,-531.177,284.274,120.5
W+0_RB3-_S10_Backward,637568213,0,0,3,10,1,1,1,17301.2,-130.6,-602.15,-122.2,17.4,-602.15,-122.2,17.4,-602.15,-5.3,-130.6,-602.15,-5.3
W+0_RB3+_S10_Backward,637572309,0,0,3,10,1,2,1,17301.2,19.4,-602.15,-122.2,167.4,-602.15,-122.2,167.4,-602.15,-5.3,19.4,-602.15,-5.3
W+0_RB3-_S10_Forward,637633749,0,0,3,10,1,1,3,18529.6,-130.6,-602.15,-4.7,17.4,-602.15,-4.7,17.4,-602.15,120.5,-130.6,-602.15,120.5
W+0_RB3+_S10_Forward,637637845,0,0,3,10,1,2,3,18529.6,19.4,-602.15,-4.7,167.4,-602.15,-4.7,167.4,-602.15,120.5,19.4,-602.15,120.5
W+0_RB3-_S03_Backward,637567317,0,0,3,3,1,1,1,17301.2,414.178,456.177,-122.2,286.006,530.177,-122.2,286.006,530.177,-5.3,414.178,456.177,-5.3
W+0_RB3+_S03_Backward,637571413,0,0,3,3,1,2,1,17301.2,284.274,531.177,-122.2,156.102,605.177,-122.2,156.102,605.177,-5.3,284.274,531.177,-5.3
W+0_RB3-_S03_Forward,637632853,0,0,3,3,1,1,3,18529.6,414.178,456.177,-4.7,286.006,530.177,-4.7,286.006,530.177,120.5,414.178,456.177,120.5
W+0_RB3+_S03_Forward,637636949,0,0,3,3,1,2,3,18529.6,284.274,531.177,-4.7,156.102,605.177,-4.7,156.102,605.177,120.5,284.274,531.177,120.5
W+0_RB3-_S07_Backward,637567829,0,0,3,7,1,1,1,17301.2,-602.15,130.6,-122.2,-602.15,-17.4,-122.2,-602.15,-17.4,-5.3,-602.15,130.6,-5.3
