year,run,total,passed,efficiency
2024,386702,130398,121859,93.451587
2024,386703,318155,297401,93.476764
2024,386704,588787,550535,93.503253
2024,386705,57772,54061,93.576473
2024,386764,56824,52881,93.061031
2024,386795,46754,43531,93.106472
2024,386801,39220,36534,93.151453
2024,386814,163404,152138,93.105432
2024,386851,241856,225412,93.200913
2024,386852,320469,298990,93.297636
2024,386853,27954,26071,93.263934
2024,386854,338375,315329,93.189213
2024,386863,298793,278204,93.109276
2024,386864,896470,835764,93.228329
2024,386872,99140,92388,93.189429
2024,386873,217333,202641,93.239867
2024,386885,870049,811191,93.235094
2024,386917,352244,327994,93.115568
2024,386924,1090905,1017630,93.283100
2024,386925,83167,77722,93.452932
2024,386945,518576,484335,93.397111
2024,386951,423876,395860,93.390520
2025,391699,2028,1832,90.335306
2025,391874,7020,6634,94.501425
2025,391884,3746,3566,95.194875
2025,391906,1112,1066,95.863309
2025,391909,5903,5591,94.714552
2025,391910,14117,13371,94.715591
2025,391912,5311,5017,94.464319
2025,392046,17468,16518,94.561484
2025,392052,31039,29329,94.490802
2025,392067,11829,11143,94.200693
2025,392071,71470,67568,94.540367
2025,392109,55441,52415,94.541945
2025,392112,117558,111225,94.612872
2025,392294,4389,4164,94.873548
2025,392359,17480,16450,94.107551
2025,392362,1538,1459,94.863459
2025,392432,36850,34717,94.211669
2025,392476,61907,58050,93.769687
2025,392517,14539,13706,94.270583
2025,392540,7690,7282,94.694408
2025,392541,2028,1924,94.871795
2025,392635,11730,11031,94.040921
2025,393086,9276,8754,94.372574
2025,393128,2878,2704,93.954135
2025,393274,17608,16523,93.838028
2025,393275,43036,40485,94.072404
2025,393346,624393,595418,95.359493
2025,393347,174728,166487,95.283526
2025,393376,749839,714861,95.335265
2025,393377,193055,184310,95.470203
2025,393378,355710,339621,95.476933
2025,393445,258016,246679,95.606086
2025,393447,22699,21665,95.444733
2025,393448,989262,945679,95.594393
2025,393461,1492139,1429362,95.792818
2025,394637,18196,17435,95.817762
2025,394663,2396,2297,95.868114
2025,394673,140225,134377,95.829560
2025,394677,481468,461089,95.767320
2025,394678,10555,10119,95.869256
2025,394702,133568,127703,95.608978
2025,394725,4513,4314,95.590516
2025,394726,7186,6864,95.519065
2025,394727,335377,321206,95.774606
2025,394753,622532,595649,95.681668
2025,394754,725313,694478,95.748732
2025,394776,826152,790505,95.685177
2025,394789,1209857,1156364,95.578568
2025,394819,4211,4031,95.725481
2025,394820,391203,373585,95.496456
2025,394860,348010,332164,95.446683
2025,394861,587730,561656,95.563609
2025,394862,165126,157945,95.651200
2025,394886,927666,886409,95.552602
2025,394959,1182458,1132847,95.804418
2025,394986,186364,178459,95.758301
2025,394987,1046944,999631,95.480847
2025,394991,188223,180280,95.780006
2025,394992,140154,134035,95.634088
2025,394993,393051,376318,95.742792
2025,394995,311584,298898,95.928546
2025,395012,224418,214571,95.612206
2025,395014,58451,55930,95.686986
2025,395031,265382,254200,95.786451
2025,395032,186916,178935,95.730168
2025,395040,66790,63843,95.587663
2025,395041,56949,54412,95.545137
2025,395042,46358,44347,95.662022
2025,395098,171272,164113,95.820099
2025,395106,303564,291001,95.861499
2025,395108,191456,183453,95.819927
2025,395147,7917,7597,95.958065
2025,395148,596187,571075,95.787899
2025,395149,596633,572040,95.878036
2025,395172,354022,339595,95.924830
2025,395186,668501,641030,95.890657
2025,395189,54720,52549,96.032529
2025,395237,358621,343245,95.712465
2025,395239,6028,5784,95.952223
2025,395342,65364,62774,96.037574
2025,395345,1217395,1164878,95.686117
2025,395358,267388,255212,95.446318
2025,395366,121448,115965,95.485311
2025,395368,164175,156803,95.509670
2025,395369,287946,274922,95.476930
2025,395371,249470,238182,95.475207
2025,395373,266292,255063,95.783200
2025,395392,1191872,1138564,95.527372
2025,395424,17551,16784,95.629879
2025,395425,2225,2138,96.089888
2025,395426,4210,4023,95.558195
2025,395431,56162,53619,95.472027
2025,395444,579465,553394,95.500850
2025,395445,730202,697702,95.549177
2025,395465,114218,109124,95.540108
2025,395497,268602,256644,95.548060
2025,395505,362957,346678,95.514896
2025,395507,406388,388169,95.516846
2025,395517,448555,428520,95.533435
2025,395521,28472,27187,95.486794
2025,395523,15038,14387,95.670967
2025,395524,294972,282097,95.635179
2025,395525,111708,106782,95.590289
2025,395549,97619,93409,95.687315
2025,395550,38340,36778,95.925926
2025,395551,37501,35803,95.472121
2025,395552,43212,41358,95.709525
2025,395601,4723,4503,95.341944
2025,395602,15819,15120,95.581263
2025,395603,19238,18371,95.493295
2025,395606,292800,279787,95.555669
2025,395607,148872,142359,95.625101
2025,395608,277843,265482,95.551085
2025,395616,95926,91817,95.716490
2025,395622,46765,44619,95.411098
2025,395648,152925,145894,95.402321
2025,395649,698683,667997,95.608023
2025,395650,343688,328926,95.704825
2025,395670,428483,409197,95.499005
2025,395773,378517,361970,95.628466
2025,395801,11927,11332,95.011319
2025,395802,3881,3716,95.748518
2025,395876,76551,73113,95.508876
2025,395893,918838,878110,95.567445
2025,395894,32462,31050,95.650299
2025,395897,21902,20896,95.406812
2025,395899,52843,50508,95.581250
2025,395900,169528,162098,95.617243
2025,395922,88102,84166,95.532451
2025,395924,1346783,1287688,95.612136
2025,395926,46047,44181,95.947619
2025,395939,1214891,1162025,95.648499
2025,395947,102657,98116,95.576532
2025,395948,312758,298759,95.524015
2025,395982,122886,117466,95.589408
2025,395984,511412,488139,95.449266
2025,395986,17647,16867,95.579985
2025,395987,493169,471956,95.698635
2025,396008,354166,338724,95.639898
2025,396009,892509,853603,95.640828
2025,396019,2258,2162,95.748450
2025,396021,84337,80663,95.643668
2025,396057,71059,68031,95.738752
2025,396058,55941,53414,95.482741
2025,396096,346083,330468,95.488077
2025,396102,449177,428940,95.494649
2025,396127,1235982,1181334,95.578576
2025,396134,994033,947940,95.363031
2025,396135,299400,286112,95.561790
2025,396148,72800,69419,95.355769
2025,396151,6588,6280,95.324833
2025,396152,62393,59523,95.400125
2025,396154,77091,73526,95.375595
2025,396157,84102,80198,95.358018
2025,396158,724911,692209,95.488826
2025,396177,99840,95298,95.450721
2025,396178,7008,6676,95.262557
2025,396180,646772,617040,95.403017
2025,396216,186603,178160,95.475421
2025,396222,200545,191758,95.618440
2025,396225,233342,222722,95.448740
2025,396226,2163,2056,95.053167
2025,396227,595639,569798,95.661634
2025,396228,78838,75447,95.698775
2025,396243,524767,501411,95.549263
2025,396258,502526,479940,95.505506
2025,396282,65076,62233,95.631262
2025,396283,1188499,1135807,95.566509
2025,396309,175241,167454,95.556405
2025,396319,92574,88353,95.440404
2025,396320,40469,38670,95.554622
2025,396335,707412,675926,95.549128
2025,396336,53793,51433,95.612812
2025,396337,173904,166436,95.705677
2025,396356,606685,579342,95.493048
2025,396372,1171714,1119103,95.509911
2025,396394,1022,978,95.694716
2025,396397,221869,211790,95.457229
2025,396398,640688,612298,95.568826
2025,396404,149523,142610,95.376631
2025,396405,851472,813003,95.482059
2025,396421,102682,98138,95.574687
2025,396422,220715,210451,95.349659
2025,396757,20929,20089,95.986430
2025,396758,5260,5047,95.950570
2025,396761,34084,32835,96.335524
2025,396762,17315,16653,96.176725
2025,396763,66207,63669,96.166568
2025,396773,140360,134966,96.157025
2025,396805,1025970,985770,96.081757
2025,396819,227796,219240,96.244008
2025,396826,22359,21538,96.328101
2025,396842,25626,24620,96.074300
2025,396843,195452,187415,95.887993
2025,396844,278714,267425,95.949611
2025,396848,6602,6319,95.713420
2025,396849,30656,29457,96.088857
2025,396850,152957,146727,95.926960
2025,396870,638949,611556,95.712803
2025,396871,439015,420505,95.783743
2025,396872,75555,72511,95.971147
2025,396891,387330,370765,95.723285
2025,396892,824041,789220,95.774361
2025,396893,27174,25989,95.639214
2025,396952,196659,188535,95.868992
2025,396960,58003,55637,95.920901
2025,396963,433338,414864,95.736815
2025,396964,325097,311642,95.861235
2025,396965,127957,122666,95.865017
2025,396988,1056494,1013054,95.888287
2025,396999,233573,223825,95.826572
2025,397021,144704,138521,95.727140
2025,397031,35256,33751,95.731223
2025,397032,49912,47840,95.848694
2025,397033,1117254,1071137,95.872290
2025,397049,52283,50145,95.910717
2025,397050,425180,407984,95.955595
2025,397051,24002,22998,95.817015
2025,397052,1247,1207,96.792302
2025,397097,252854,242237,95.801134
2025,397098,411598,394351,95.809746
2025,397186,250829,240295,95.800326
2025,397187,1110,1072,96.576577
2025,397189,47416,45514,95.988696
2025,397190,48110,46178,95.984203
2025,397191,2965,2856,96.323777
2025,397192,124600,119392,95.820225
2025,397207,21688,20776,95.794910
2025,397208,31749,30408,95.776245
2025,397209,721398,691712,95.884935
2025,397226,1082632,1038806,95.951902
2025,397227,153947,148002,96.138281
2025,397243,60088,57615,95.884370
2025,397246,272100,260839,95.861448
2025,397249,109463,104987,95.910947
2025,397253,630645,604342,95.829191
2025,397254,25014,23946,95.730391
2025,397255,131799,126181,95.737449
2025,397258,211660,203053,95.933573
2025,397261,22654,21780,96.141962
2025,397262,44991,43127,95.856949
2025,397292,752125,720141,95.747515
2025,397293,316438,303013,95.757463
2025,397294,40571,39016,96.167213
2025,397332,967224,927282,95.870450
2025,397346,24974,23881,95.623448
2025,397347,145220,139437,96.017766
2025,397348,107966,103494,95.857955
2025,397368,48690,46690,95.892380
2025,397370,30599,29346,95.905095
2025,397371,38614,36903,95.568965
2025,397373,58970,56473,95.765644
2025,397377,977623,937456,95.891361
2025,397383,544353,521894,95.874185
2025,397384,307047,294094,95.781428
2025,397411,4131,3951,95.642702
2025,397413,5155,4911,95.266731
2025,397414,1099255,1054513,95.929789
2025,397432,473828,454243,95.866644
2025,397448,48765,46594,95.548037
2025,397449,172593,165341,95.798207
2025,397450,6608,6321,95.656780
2025,397452,176866,169555,95.866362
2025,397453,32984,31591,95.776740
2025,397456,323054,310000,95.959189
2025,397457,121595,116551,95.851803
2025,397489,145399,139256,95.775074
2025,397490,105358,100979,95.843695
2025,397491,361546,346401,95.811045
2025,397492,614421,589523,95.947730
2025,397501,53932,51818,96.080249
2025,397502,383592,367786,95.879476
2025,397503,110004,105354,95.772881
2025,397527,114560,109459,95.547311
2025,397528,5974,5691,95.262805
2025,397529,478326,458224,95.797427
2025,397530,317535,304400,95.863448
2025,397531,24393,23354,95.740581
2025,397532,184622,177375,96.074682
2025,397548,99703,95540,95.824599
2025,397568,456921,437701,95.793584
2025,397569,135313,129825,95.944218
2025,397574,1283,1246,97.116134
2025,397580,75737,72694,95.982149
2025,397594,146274,140275,95.898793
2025,397595,416462,399430,95.910311
2025,397596,392359,376801,96.034754
2025,397619,309616,297138,95.969847
2025,397620,197091,188907,95.847603
2025,397621,554667,532545,96.011661
2025,397622,104518,100447,96.104977
2025,397638,1182375,1134749,95.972005
2025,397700,22532,21671,96.178768
2025,397702,173579,166895,96.149304
2025,397703,11909,11454,96.179360
2025,397704,937232,900965,96.130414
2025,397709,686278,659424,96.087008
2025,397710,41309,39597,95.855625
2025,397712,407933,392470,96.209427
2025,397727,10783,10346,95.947324
2025,397728,271047,260578,96.137570
2025,397729,618011,594096,96.130328
2025,397763,298549,286501,95.964482
2025,397764,70852,68037,96.026929
2025,397768,676178,650124,96.146873
2025,397776,21164,20401,96.394821
2025,397777,182376,175251,96.093236
2025,397778,7167,6863,95.758337
2025,397779,610248,585475,95.940503
2025,397780,369036,354173,95.972480
2025,397791,108865,104398,95.896753
2025,397792,10491,10025,95.558097
2025,397793,322371,309429,95.985371
2025,397794,676255,647833,95.797148
2025,397796,35702,34334,96.168282
2025,397813,183362,176055,96.014987
2025,397815,22609,21614,95.599098
2025,397816,50351,48306,95.938512
2025,397817,613636,588246,95.862368
2025,398011,52112,50000,95.947191
2025,398013,2589,2456,94.862881
2025,398014,1956,1874,95.807771
2025,398022,9586,9202,95.994158
2025,398023,198363,190161,95.865156
2025,398027,1343065,1287058,95.829911
2025,398039,25141,24144,96.034366
2025,398040,299784,286983,95.729926
2025,398074,11175,10669,95.472036
2025,398075,4490,4273,95.167038
2025,398076,3557,3406,95.754850
2025,398079,1322,1273,96.293495
2025,398080,2321,2251,96.984059
2025,398081,631059,604882,95.851893
2025,398082,22759,21833,95.931280
2025,398084,48469,46446,95.826198
2025,398086,186160,178572,95.923936
2025,398088,232600,223243,95.977214
2025,398104,1275221,1223234,95.923295
2025,398121,97959,93881,95.837034
2025,398122,56990,54612,95.827338
2025,398123,31507,30182,95.794585
2025,398124,41408,39658,95.773764
2025,398139,32503,31167,95.889610
2025,398140,57347,54878,95.694631
2025,398143,74830,71565,95.636777
2025,398144,118110,113050,95.715858
2025,398178,37462,35926,95.899845
2025,398183,661768,633576,95.739897
2025,398185,125624,120618,96.015093
2025,398188,380852,364238,95.637676
2025,398189,295033,282406,95.720140
2025,398191,42690,40873,95.743734
2025,398203,122911,117795,95.837639
2025,398204,171136,163811,95.719778
2025,398208,281039,269305,95.824779
2025,398227,805332,771237,95.766342
2025,398240,771772,739442,95.810939
2025,398288,505860,483968,95.672320
2025,398289,267218,256142,95.855070
2025,398293,1005788,963230,95.768691
2025,398308,422877,404619,95.682432
2025,398310,603762,578557,95.825342
2025,398315,396749,380010,95.780960
2025,398335,671114,642422,95.724720
2025,398337,298530,286075,95.827890
2025,398347,14123,13510,95.659562
2025,398348,927433,888189,95.768535
2025,398365,292810,280311,95.731362
2025,398366,9424,9029,95.808574
2025,398367,29135,27964,95.980779
2025,398368,690564,661150,95.740583
2025,398390,16859,16168,95.901299
2025,398391,1038993,996372,95.897855
2025,398395,471394,451370,95.752173
2025,398396,642115,615774,95.897775
2025,398416,30560,29310,95.909686
2025,398419,588392,563663,95.797190
2025,398421,41302,39634,95.961455
2025,398427,95995,92036,95.875827
2025,398458,149233,142980,95.809908
2025,398459,809660,775187,95.742287
2025,398460,66716,64104,96.084897
2025,398465,11125,10663,95.847191
2025,398515,880633,843517,95.785304
2025,398517,210773,202478,96.064486
2025,398538,83602,80230,95.966604
2025,398539,292454,280097,95.774720
2025,398540,508177,486692,95.772142
2025,398541,187420,179631,95.844093
2025,398547,303976,290873,95.689462
2025,398548,315686,301955,95.650425
2025,398549,406836,389994,95.860248
2025,398558,1129725,1082328,95.804554
2025,398593,379236,363388,95.821072
2025,398594,119459,114559,95.898174
2025,398595,87234,83567,95.796364
2025,398600,1165456,1116687,95.815458
2025,398647,542611,519795,95.795146
2025,398648,5647,5434,96.228086
2025,398650,191892,184274,96.030059
2025,398675,111529,106848,95.802885
2025,398680,485539,464713,95.710746
2025,398681,107736,103007,95.610567
2025,398797,31689,30367,95.828205
2025,398801,83239,79230,95.183748
2025,398802,557291,532727,95.592249
2025,398803,49271,47417,96.237137
2025,398827,773369,739909,95.673475
2025,398828,397331,380862,95.855093
2025,398858,49144,47088,95.816376
2025,398859,137031,131291,95.811167
2025,398860,570363,545830,95.698704
2026,401642,2023,1917,94.760257
2026,401663,2071,1948,94.060840
2026,401669,7378,6996,94.822445
2026,401670,4467,4243,94.985449
2026,401671,16212,15260,94.127807
2026,401691,3569,3369,94.396189
2026,401693,115215,108751,94.389619
2026,401699,142349,134449,94.450260
2026,401730,5484,5151,93.927790
2026,401733,230456,217267,94.276999
2026,401803,303780,286323,94.253407
2026,401844,151158,142704,94.407177
2026,401848,411508,388455,94.397922
2026,401878,97532,92007,94.335193
2026,401882,372400,351266,94.324919
2026,401899,6876,6494,94.444444
2026,401916,52737,49769,94.372073
2026,401917,4041,3843,95.100223
2026,401918,74161,69903,94.258438
2026,401919,574422,541297,94.233334
2026,401951,12014,11302,94.073581
2026,401952,102277,96357,94.211797
2026,401961,113665,107144,94.262966
2026,401971,51869,48925,94.324163
2026,401972,13848,12997,93.854708
2026,401973,318132,299635,94.185747
2026,401976,63337,59809,94.429796
2026,402039,43076,40737,94.570062
2026,402040,248005,234690,94.631157
2026,402046,874599,828096,94.682935
2026,402069,1146713,1084837,94.604055
2026,402070,78904,74787,94.782267
2026,402115,224618,212327,94.528043
2026,402143,529067,499344,94.381997
2026,402144,587945,555437,94.470911
2026,402171,324160,306368,94.511352
2026,402172,16882,15985,94.686649
2026,402173,434660,410671,94.480974
2026,402174,502935,476062,94.656765
2026,402189,17223,16277,94.507345
2026,402205,805433,760882,94.468690
2026,402206,197534,186554,94.441463
2026,402207,236354,223759,94.671129
2026,402221,971070,916113,94.340573
2026,402222,329865,311674,94.485320
2026,402243,175143,165329,94.396579
2026,402244,1141356,1071983,93.921879
2026,402247,1090343,1028366,94.315825
2026,402248,5733,5363,93.546136
2026,402249,8630,8147,94.403244
2026,402262,386893,365372,94.437480
2026,402263,328939,310431,94.373425
2026,402330,887202,849629,95.765001
2026,402360,474370,454500,95.811287
2026,402368,46316,44338,95.729338
2026,402370,1048,999,95.324427
2026,402371,107057,102474,95.719103
2026,402372,844203,808827,95.809539
2026,402400,9433,9037,95.801972
2026,402419,278013,266427,95.832569
2026,402424,430723,411723,95.588812
2026,402435,666512,636503,95.497605
2026,402446,248268,237029,95.473037
2026,402457,1432,1369,95.600559
2026,402471,301758,288287,95.535827
2026,402472,201160,191987,95.439948
2026,402490,343661,328093,95.469954
2026,402512,999750,921580,92.181045
2026,402513,331218,314076,94.824557
2026,402805,27447,26199,95.453055
2026,402815,137121,131403,95.829960
2026,402822,82806,79369,95.849335
2026,403441,58450,55883,95.608212
2026,403442,23617,22591,95.655672
2026,403443,11351,10838,95.480574
2026,403449,55401,53053,95.761809
2026,403451,114263,109031,95.421090
2026,403457,190944,182578,95.618611
2026,403461,1250457,1197176,95.739078
2026,403489,324423,310883,95.826436
2026,403493,1267948,1213628,95.715913
