year,roll_name,total,passed,efficiency
2026,RE+1_R2_CH18_C,8816,8513,96.563067
2026,RE+1_R2_CH19_A,4310,4225,98.027842
2026,RE+1_R2_CH19_B,4234,4131,97.567312
2026,RE+1_R2_CH19_C,9299,8781,94.429509
2026,RE+1_R2_CH20_A,4256,4131,97.062970
2026,RE+1_R2_CH20_B,4066,3881,95.450074
2026,RE+1_R2_CH20_C,9145,8857,96.850738
2026,RE+1_R2_CH21_A,5297,4640,87.596753
2026,RE+1_R2_CH21_B,4855,4649,95.756952
2026,RE+1_R2_CH21_C,10840,9359,86.337638
2026,RE+1_R2_CH22_A,4202,4108,97.762970
2026,RE+1_R2_CH22_B,4138,3895,94.127598
2026,RE+1_R2_CH22_C,9193,8568,93.201349
2026,RE+1_R2_CH23_A,4250,3796,89.317647
2026,RE+1_R2_CH23_B,4035,3856,95.563817
2026,RE+1_R2_CH23_C,9156,8323,90.902141
2026,RE+1_R2_CH24_A,4171,4090,98.058020
2026,RE+1_R2_CH24_B,3831,3785,98.799269
2026,RE+1_R2_CH24_C,8613,8269,96.006037
2026,RE+1_R2_CH25_A,4030,2032,50.421836
2026,RE+1_R2_CH25_B,3752,3516,93.710021
2026,RE+1_R2_CH25_C,8746,8602,98.353533
2026,RE+1_R2_CH26_A,4083,4017,98.383542
2026,RE+1_R2_CH26_B,3903,3781,96.874199
2026,RE+1_R2_CH26_C,9084,8973,98.778071
2026,RE+1_R2_CH27_A,4205,4076,96.932224
2026,RE+1_R2_CH27_B,3825,3699,96.705882
2026,RE+1_R2_CH27_C,8981,8749,97.416769
2026,RE+1_R2_CH28_A,3643,3522,96.678562
2026,RE+1_R2_CH28_B,3454,3409,98.697163
2026,RE+1_R2_CH28_C,8561,8365,97.710548
2026,RE+1_R2_CH29_A,3322,2330,70.138471
2026,RE+1_R2_CH29_B,3457,3417,98.842927
2026,RE+1_R2_CH29_C,8768,8608,98.175182
2026,RE+1_R2_CH30_A,3753,3683,98.134825
2026,RE+1_R2_CH30_B,3599,3513,97.610447
2026,RE+1_R2_CH30_C,8881,8594,96.768382
2026,RE+1_R2_CH31_A,3559,3523,98.988480
2026,RE+1_R2_CH31_B,3562,3455,96.996070
2026,RE+1_R2_CH31_C,9097,8961,98.505002
2026,RE+1_R2_CH32_A,3562,3409,95.704660
2026,RE+1_R2_CH32_B,3648,3522,96.546053
2026,RE+1_R2_CH32_C,8367,7844,93.749253
2026,RE+1_R2_CH33_A,3554,3369,94.794598
2026,RE+1_R2_CH33_B,3501,3317,94.744359
2026,RE+1_R2_CH33_C,8387,7960,94.908787
2026,RE+1_R2_CH34_A,3842,3752,97.657470
2026,RE+1_R2_CH34_B,3568,3511,98.402466
2026,RE+1_R2_CH34_C,8225,7849,95.428571
2026,RE+1_R2_CH35_A,0,0,
2026,RE+1_R2_CH35_B,0,0,
2026,RE+1_R2_CH35_C,0,0,
2026,RE+1_R2_CH36_A,3568,2909,81.530269
2026,RE+1_R2_CH36_B,3515,3209,91.294452
2026,RE+1_R2_CH36_C,8509,7793,91.585380
2026,RE+1_R3_CH01_A,1999,1929,96.498249
2026,RE+1_R3_CH01_B,5293,5097,96.296996
2026,RE+1_R3_CH01_C,3949,3882,98.303368
2026,RE+1_R3_CH02_A,2081,1961,94.233542
2026,RE+1_R3_CH02_B,5334,4861,91.132358
2026,RE+1_R3_CH02_C,4011,3846,95.886313
2026,RE+1_R3_CH03_A,2055,2013,97.956204
2026,RE+1_R3_CH03_B,5170,5002,96.750484
2026,RE+1_R3_CH03_C,3943,3847,97.565306
2026,RE+1_R3_CH04_A,1882,1848,98.193411
2026,RE+1_R3_CH04_B,5148,4949,96.134421
2026,RE+1_R3_CH04_C,3844,2690,69.979188
2026,RE+1_R3_CH05_A,2048,2006,97.949219
2026,RE+1_R3_CH05_B,5531,5416,97.920810
2026,RE+1_R3_CH05_C,4020,3931,97.786070
2026,RE+1_R3_CH06_A,1945,1889,97.120823
2026,RE+1_R3_CH06_B,5295,5058,95.524079
2026,RE+1_R3_CH06_C,3991,3849,96.441994
2026,RE+1_R3_CH07_A,1904,1876,98.529412
2026,RE+1_R3_CH07_B,4965,4869,98.066465
2026,RE+1_R3_CH07_C,3770,3694,97.984085
2026,RE+1_R3_CH08_A,2092,2046,97.801147
2026,RE+1_R3_CH08_B,5353,5261,98.281338
2026,RE+1_R3_CH08_C,3947,3797,96.199645
2026,RE+1_R3_CH09_A,2086,2030,97.315436
2026,RE+1_R3_CH09_B,5447,5339,98.017257
2026,RE+1_R3_CH09_C,4056,3954,97.485207
2026,RE+1_R3_CH10_A,2022,1880,92.977250
2026,RE+1_R3_CH10_B,5439,5070,93.215665
2026,RE+1_R3_CH10_C,4021,3852,95.797065
2026,RE+1_R3_CH11_A,2087,2014,96.502156
2026,RE+1_R3_CH11_B,5499,5151,93.671577
2026,RE+1_R3_CH11_C,3948,3773,95.567376
2026,RE+1_R3_CH12_A,2112,2058,97.443182
2026,RE+1_R3_CH12_B,5264,5152,97.872340
2026,RE+1_R3_CH12_C,4243,4047,95.380627
2026,RE+1_R3_CH13_A,2149,2082,96.882271
2026,RE+1_R3_CH13_B,5554,5275,94.976593
2026,RE+1_R3_CH13_C,4019,3858,95.994028
2026,RE+1_R3_CH14_A,2551,2314,90.709526
2026,RE+1_R3_CH14_B,6177,5823,94.269063
2026,RE+1_R3_CH14_C,4328,4054,93.669131
2026,RE+1_R3_CH15_A,0,0,
2026,RE+1_R3_CH15_B,0,0,
2026,RE+1_R3_CH15_C,0,0,
2026,RE+1_R3_CH16_A,2095,2013,96.085919
2026,RE+1_R3_CH16_B,5504,5381,97.765262
2026,RE+1_R3_CH16_C,4125,4047,98.109091
2026,RE+1_R3_CH17_A,2079,2021,97.210197
2026,RE+1_R3_CH17_B,5532,5134,92.805495
2026,RE+1_R3_CH17_C,3847,3685,95.788926
2026,RE+1_R3_CH18_A,2071,2018,97.440850
2026,RE+1_R3_CH18_B,5460,4347,79.615385
2026,RE+1_R3_CH18_C,4229,4125,97.540790
2026,RE+1_R3_CH19_A,2011,1900,94.480358
2026,RE+1_R3_CH19_B,5286,4991,94.419221
2026,RE+1_R3_CH19_C,4161,4017,96.539293
2026,RE+1_R3_CH20_A,2136,2095,98.080524
2026,RE+1_R3_CH20_B,5656,5300,93.705799
2026,RE+1_R3_CH20_C,4087,3887,95.106435
2026,RE+1_R3_CH21_A,2274,2172,95.514512
2026,RE+1_R3_CH21_B,5799,5299,91.377824
2026,RE+1_R3_CH21_C,4234,3860,91.166745
2026,RE+1_R3_CH22_A,2022,1787,88.377844
2026,RE+1_R3_CH22_B,5385,5144,95.524605
2026,RE+1_R3_CH22_C,4130,4004,96.949153
2026,RE+1_R3_CH23_A,2043,1961,95.986295
2026,RE+1_R3_CH23_B,5472,5320,97.222222
2026,RE+1_R3_CH23_C,3993,3929,98.397195
2026,RE+1_R3_CH24_A,2092,2035,97.275335
2026,RE+1_R3_CH24_B,5759,5341,92.741795
2026,RE+1_R3_CH24_C,4203,4057,96.526291
2026,RE+1_R3_CH25_A,1936,1342,69.318182
2026,RE+1_R3_CH25_B,5410,5058,93.493530
2026,RE+1_R3_CH25_C,3798,3648,96.050553
2026,RE+1_R3_CH26_A,2077,2019,97.207511
2026,RE+1_R3_CH26_B,5419,5045,93.098358
2026,RE+1_R3_CH26_C,3835,3768,98.252934
2026,RE+1_R3_CH27_A,2063,2021,97.964130
2026,RE+1_R3_CH27_B,5453,5323,97.615991
2026,RE+1_R3_CH27_C,4238,4138,97.640396
2026,RE+1_R3_CH28_A,1794,1681,93.701226
2026,RE+1_R3_CH28_B,4898,4647,94.875459
2026,RE+1_R3_CH28_C,3623,3331,91.940381
2026,RE+1_R3_CH29_A,1948,1865,95.739220
2026,RE+1_R3_CH29_B,5082,4962,97.638725
2026,RE+1_R3_CH29_C,3631,3530,97.218397
2026,RE+1_R3_CH30_A,2033,1779,87.506149
2026,RE+1_R3_CH30_B,5132,4997,97.369447
2026,RE+1_R3_CH30_C,4011,3856,96.135627
2026,RE+1_R3_CH31_A,1889,1722,91.159344
2026,RE+1_R3_CH31_B,5054,4939,97.724575
2026,RE+1_R3_CH31_C,3651,3460,94.768557
2026,RE+1_R3_CH32_A,2048,1993,97.314453
2026,RE+1_R3_CH32_B,5148,5008,97.280497
2026,RE+1_R3_CH32_C,3671,3613,98.420049
2026,RE+1_R3_CH33_A,1944,1789,92.026749
2026,RE+1_R3_CH33_B,5494,5177,94.230069
2026,RE+1_R3_CH33_C,3918,3752,95.763144
2026,RE+1_R3_CH34_A,1982,1941,97.931382
2026,RE+1_R3_CH34_B,5076,4966,97.832939
2026,RE+1_R3_CH34_C,3781,3713,98.201534
2026,RE+1_R3_CH35_A,2018,1987,98.463826
2026,RE+1_R3_CH35_B,5148,5084,98.756799
2026,RE+1_R3_CH35_C,3641,3565,97.912661
2026,RE+1_R3_CH36_A,2003,1972,98.452322
2026,RE+1_R3_CH36_B,5222,5009,95.921103
2026,RE+1_R3_CH36_C,4212,4032,95.726496
2026,RE+2_R2_CH01_A,4604,4314,93.701129
2026,RE+2_R2_CH01_B,4377,3572,81.608408
2026,RE+2_R2_CH01_C,4311,3769,87.427511
2026,RE+2_R2_CH02_A,4733,4481,94.675681
2026,RE+2_R2_CH02_B,4279,4056,94.788502
2026,RE+2_R2_CH02_C,4220,3859,91.445498
2026,RE+2_R2_CH03_A,4530,3173,70.044150
2026,RE+2_R2_CH03_B,4072,3866,94.941061
2026,RE+2_R2_CH03_C,4310,4142,96.102088
2026,RE+2_R2_CH04_A,4600,4262,92.652174
2026,RE+2_R2_CH04_B,4210,3990,94.774347
2026,RE+2_R2_CH04_C,4300,4036,93.860465
2026,RE+2_R2_CH05_A,4630,4313,93.153348
2026,RE+2_R2_CH05_B,4220,4067,96.374408
2026,RE+2_R2_CH05_C,4218,3960,93.883357
2026,RE+2_R2_CH06_A,4493,4329,96.349878
2026,RE+2_R2_CH06_B,4141,3984,96.208645
2026,RE+2_R2_CH06_C,4311,3922,90.976572
2026,RE+2_R2_CH07_A,4359,4044,92.773572
2026,RE+2_R2_CH07_B,3829,3702,96.683207
2026,RE+2_R2_CH07_C,3956,3808,96.258847
2026,RE+2_R2_CH08_A,4690,4608,98.251599
2026,RE+2_R2_CH08_B,4191,3918,93.486042
2026,RE+2_R2_CH08_C,4085,3979,97.405141
2026,RE+2_R2_CH09_A,4763,4552,95.570019
2026,RE+2_R2_CH09_B,4085,4022,98.457772
2026,RE+2_R2_CH09_C,3900,3836,98.358974
2026,RE+2_R2_CH10_A,4784,4705,98.348662
2026,RE+2_R2_CH10_B,4234,4122,97.354747
2026,RE+2_R2_CH10_C,3960,3840,96.969697
2026,RE+2_R2_CH11_A,0,0,
2026,RE+2_R2_CH11_B,0,0,
2026,RE+2_R2_CH11_C,0,0,
2026,RE+2_R2_CH12_A,4865,4627,95.107914
2026,RE+2_R2_CH12_B,4390,4252,96.856492
2026,RE+2_R2_CH12_C,4384,4282,97.673358
2026,RE+2_R2_CH13_A,4826,4639,96.125155
2026,RE+2_R2_CH13_B,4345,4200,96.662831
2026,RE+2_R2_CH13_C,4286,4123,96.196920
2026,RE+2_R2_CH14_A,4852,4584,94.476505
2026,RE+2_R2_CH14_B,4570,4465,97.702407
2026,RE+2_R2_CH14_C,4339,4224,97.349620
2026,RE+2_R2_CH15_A,5063,3482,68.773454
2026,RE+2_R2_CH15_B,4548,4364,95.954266
2026,RE+2_R2_CH15_C,4347,4161,95.721187
2026,RE+2_R2_CH16_A,4791,4561,95.199332
2026,RE+2_R2_CH16_B,4386,4190,95.531236
2026,RE+2_R2_CH16_C,4370,4209,96.315789
2026,RE+2_R2_CH17_A,4764,4641,97.418136
2026,RE+2_R2_CH17_B,4096,4016,98.046875
2026,RE+2_R2_CH17_C,4198,4066,96.855646
2026,RE+2_R2_CH18_A,4636,4343,93.679896
2026,RE+2_R2_CH18_B,4225,4061,96.118343
2026,RE+2_R2_CH18_C,4119,3855,93.590677
2026,RE+2_R2_CH19_A,5012,4669,93.156425
2026,RE+2_R2_CH19_B,4615,4488,97.248104
2026,RE+2_R2_CH19_C,4401,4244,96.432629
2026,RE+2_R2_CH20_A,4890,4666,95.419223
2026,RE+2_R2_CH20_B,4427,4349,98.238084
2026,RE+2_R2_CH20_C,4228,4044,95.648061
2026,RE+2_R2_CH21_A,6105,5986,98.050778
2026,RE+2_R2_CH21_B,5497,5408,98.380935
2026,RE+2_R2_CH21_C,5119,5023,98.124634
2026,RE+2_R2_CH22_A,0,0,
2026,RE+2_R2_CH22_B,0,0,
2026,RE+2_R2_CH22_C,0,0,
2026,RE+2_R2_CH23_A,0,0,
2026,RE+2_R2_CH23_B,4481,3345,74.648516
2026,RE+2_R2_CH23_C,4252,3379,79.468485
2026,RE+2_R2_CH24_A,4772,4588,96.144174
2026,RE+2_R2_CH24_B,4089,4005,97.945708
2026,RE+2_R2_CH24_C,4023,3892,96.743724
2026,RE+2_R2_CH25_A,4706,4108,87.292818
2026,RE+2_R2_CH25_B,4157,3869,93.071927
2026,RE+2_R2_CH25_C,4099,3434,83.776531
2026,RE+2_R2_CH26_A,4675,4417,94.481283
2026,RE+2_R2_CH26_B,4309,4238,98.352286
2026,RE+2_R2_CH26_C,4141,4037,97.488529
2026,RE+2_R2_CH27_A,4796,4700,97.998332
2026,RE+2_R2_CH27_B,4206,4012,95.387542
2026,RE+2_R2_CH27_C,4191,3936,93.915533
2026,RE+2_R2_CH28_A,4132,4028,97.483059
2026,RE+2_R2_CH28_B,4014,3876,96.562033
2026,RE+2_R2_CH28_C,3940,3798,96.395939
2026,RE+2_R2_CH29_A,3874,3719,95.998967
2026,RE+2_R2_CH29_B,3852,3722,96.625130
2026,RE+2_R2_CH29_C,3995,3758,94.067584
2026,RE+2_R2_CH30_A,4280,4148,96.915888
2026,RE+2_R2_CH30_B,4150,3988,96.096386
2026,RE+2_R2_CH30_C,4116,3860,93.780369
2026,RE+2_R2_CH31_A,4187,3990,95.294961
2026,RE+2_R2_CH31_B,3892,3836,98.561151
2026,RE+2_R2_CH31_C,4233,4142,97.850224
2026,RE+2_R2_CH32_A,4168,3978,95.441459
2026,RE+2_R2_CH32_B,3843,3747,97.501952
2026,RE+2_R2_CH32_C,3850,3717,96.545455
2026,RE+2_R2_CH33_A,4106,3868,94.203604
2026,RE+2_R2_CH33_B,3921,3865,98.571793
2026,RE+2_R2_CH33_C,3879,3816,98.375870
2026,RE+2_R2_CH34_A,4327,4172,96.417841
2026,RE+2_R2_CH34_B,3841,3714,96.693569
2026,RE+2_R2_CH34_C,3905,3787,96.978233
2026,RE+2_R2_CH35_A,4092,4014,98.093842
2026,RE+2_R2_CH35_B,3563,3510,98.512489
2026,RE+2_R2_CH35_C,3825,3755,98.169935
2026,RE+2_R2_CH36_A,4129,4019,97.335917
2026,RE+2_R2_CH36_B,3906,3283,84.050179
2026,RE+2_R2_CH36_C,3969,3363,84.731670
2026,RE+2_R3_CH01_A,2858,2654,92.862141
2026,RE+2_R3_CH01_B,5452,5326,97.688921
2026,RE+2_R3_CH01_C,4464,4309,96.527778
2026,RE+2_R3_CH02_A,2876,2599,90.368567
2026,RE+2_R3_CH02_B,5462,5147,94.232882
2026,RE+2_R3_CH02_C,4377,4249,97.075623
2026,RE+2_R3_CH03_A,2861,2774,96.959105
2026,RE+2_R3_CH03_B,5362,4240,79.074972
2026,RE+2_R3_CH03_C,4720,4516,95.677966
2026,RE+2_R3_CH04_A,2844,2565,90.189873
2026,RE+2_R3_CH04_B,5294,5098,96.297696
2026,RE+2_R3_CH04_C,4273,4175,97.706529
2026,RE+2_R3_CH05_A,3043,2786,91.554387
2026,RE+2_R3_CH05_B,5463,4810,88.046861
2026,RE+2_R3_CH05_C,4562,4380,96.010522
2026,RE+2_R3_CH06_A,2920,2738,93.767123
2026,RE+2_R3_CH06_B,5478,5257,95.965681
2026,RE+2_R3_CH06_C,4366,4205,96.312414
2026,RE+2_R3_CH07_A,2790,2260,81.003584
2026,RE+2_R3_CH07_B,5178,3469,66.994979
2026,RE+2_R3_CH07_C,4220,3207,75.995261
2026,RE+2_R3_CH08_A,2992,2560,85.561497
2026,RE+2_R3_CH08_B,5406,4761,88.068812
2026,RE+2_R3_CH08_C,4361,4245,97.340060
2026,RE+2_R3_CH09_A,3021,2771,91.724595
2026,RE+2_R3_CH09_B,5500,5380,97.818182
2026,RE+2_R3_CH09_C,4872,4670,95.853859
2026,RE+2_R3_CH10_A,2961,2635,88.990206
2026,RE+2_R3_CH10_B,5461,5299,97.033510
2026,RE+2_R3_CH10_C,4356,3653,83.861341
2026,RE+2_R3_CH11_A,2968,2644,89.083558
2026,RE+2_R3_CH11_B,5280,5004,94.772727
2026,RE+2_R3_CH11_C,4390,4153,94.601367
2026,RE+2_R3_CH12_A,2927,2731,93.303724
2026,RE+2_R3_CH12_B,5737,5623,98.012899
2026,RE+2_R3_CH12_C,4843,4765,98.389428
2026,RE+2_R3_CH13_A,3021,2809,92.982456
2026,RE+2_R3_CH13_B,5430,5320,97.974217
2026,RE+2_R3_CH13_C,4684,4601,98.228010
2026,RE+2_R3_CH14_A,3361,3026,90.032728
2026,RE+2_R3_CH14_B,5863,5526,94.252089
2026,RE+2_R3_CH14_C,4966,4836,97.382199
2026,RE+2_R3_CH15_A,3137,2546,81.160344
2026,RE+2_R3_CH15_B,6129,5709,93.147332
2026,RE+2_R3_CH15_C,5284,4667,88.323240
2026,RE+2_R3_CH16_A,3027,2819,93.128510
2026,RE+2_R3_CH16_B,5655,5451,96.392573
2026,RE+2_R3_CH16_C,4618,4493,97.293201
2026,RE+2_R3_CH17_A,3100,2780,89.677419
2026,RE+2_R3_CH17_B,5258,4218,80.220616
2026,RE+2_R3_CH17_C,4492,4331,96.415850
2026,RE+2_R3_CH18_A,2971,2822,94.984854
2026,RE+2_R3_CH18_B,5751,5476,95.218223
2026,RE+2_R3_CH18_C,4910,4742,96.578411
2026,RE+2_R3_CH19_A,2894,2572,88.873531
2026,RE+2_R3_CH19_B,5582,5092,91.221784
2026,RE+2_R3_CH19_C,4812,4673,97.111388
2026,RE+2_R3_CH20_A,3163,2914,92.127727
2026,RE+2_R3_CH20_B,5595,5439,97.211796
2026,RE+2_R3_CH20_C,4767,4638,97.293896
2026,RE+2_R3_CH21_A,3161,2690,85.099652
2026,RE+2_R3_CH21_B,5782,5566,96.264268
2026,RE+2_R3_CH21_C,5123,5023,98.048019
2026,RE+2_R3_CH22_A,3006,2509,83.466401
2026,RE+2_R3_CH22_B,5558,5335,95.987765
2026,RE+2_R3_CH22_C,4503,4394,97.579392
2026,RE+2_R3_CH23_A,2991,2802,93.681043
2026,RE+2_R3_CH23_B,5416,5135,94.811669
2026,RE+2_R3_CH23_C,4839,4582,94.688985
2026,RE+2_R3_CH24_A,3132,2834,90.485313
2026,RE+2_R3_CH24_B,5721,5535,96.748820
2026,RE+2_R3_CH24_C,4532,4427,97.683142
2026,RE+2_R3_CH25_A,3009,2780,92.389498
2026,RE+2_R3_CH25_B,5209,5054,97.024381
2026,RE+2_R3_CH25_C,4420,4336,98.099548
2026,RE+2_R3_CH26_A,2957,2659,89.922218
2026,RE+2_R3_CH26_B,5210,4909,94.222649
2026,RE+2_R3_CH26_C,4419,4000,90.518217
2026,RE+2_R3_CH27_A,2954,2768,93.703453
2026,RE+2_R3_CH27_B,5790,5670,97.927461
2026,RE+2_R3_CH27_C,4784,4707,98.390468
2026,RE+2_R3_CH28_A,2726,2512,92.149670
2026,RE+2_R3_CH28_B,4915,4696,95.544252
2026,RE+2_R3_CH28_C,4113,3965,96.401653
2026,RE+2_R3_CH29_A,2854,2411,84.477926
2026,RE+2_R3_CH29_B,4890,4259,87.096115
2026,RE+2_R3_CH29_C,3986,3877,97.265429
2026,RE+2_R3_CH30_A,2799,2207,78.849589
2026,RE+2_R3_CH30_B,5407,5274,97.540226
2026,RE+2_R3_CH30_C,4300,4235,98.488372
2026,RE+2_R3_CH31_A,2823,2347,83.138505
2026,RE+2_R3_CH31_B,4970,4738,95.331992
2026,RE+2_R3_CH31_C,4056,3891,95.931953
2026,RE+2_R3_CH32_A,2793,2119,75.868242
2026,RE+2_R3_CH32_B,5025,4918,97.870647
2026,RE+2_R3_CH32_C,4090,4007,97.970660
2026,RE+2_R3_CH33_A,0,0,
2026,RE+2_R3_CH33_B,0,0,
2026,RE+2_R3_CH33_C,0,0,
2026,RE+2_R3_CH34_A,2714,2606,96.020634
2026,RE+2_R3_CH34_B,5197,5076,97.671734
2026,RE+2_R3_CH34_C,4099,3992,97.389607
2026,RE+2_R3_CH35_A,2833,1981,69.925874
2026,RE+2_R3_CH35_B,4955,4855,97.981837
2026,RE+2_R3_CH35_C,4075,3939,96.662577
2026,RE+2_R3_CH36_A,2839,2735,96.336738
2026,RE+2_R3_CH36_B,5598,5347,95.516256
2026,RE+2_R3_CH36_C,4400,4210,95.681818
2026,RE+3_R1_CH15_A,0,0,
2026,RE+3_R1_CH16_A,0,0,
2026,RE+3_R2_CH01_A,5079,4663,91.809411
2026,RE+3_R2_CH01_B,4774,4368,91.495601
2026,RE+3_R2_CH01_C,4182,3554,84.983262
2026,RE+3_R2_CH02_A,5006,4671,93.308030
2026,RE+3_R2_CH02_B,4733,4511,95.309529
2026,RE+3_R2_CH02_C,4230,3807,90.000000
2026,RE+3_R2_CH03_A,5088,4936,97.012579
2026,RE+3_R2_CH03_B,4636,4526,97.627265
2026,RE+3_R2_CH03_C,4738,4569,96.433094
2026,RE+3_R2_CH04_A,5024,4618,91.918790
2026,RE+3_R2_CH04_B,4580,4199,91.681223
2026,RE+3_R2_CH04_C,4551,4137,90.903098
2026,RE+3_R2_CH05_A,4751,3893,81.940644
2026,RE+3_R2_CH05_B,4600,3711,80.673913
2026,RE+3_R2_CH05_C,4104,3125,76.145224
2026,RE+3_R2_CH06_A,4745,4546,95.806112
2026,RE+3_R2_CH06_B,4612,4434,96.140503
2026,RE+3_R2_CH06_C,4100,3670,89.512195
2026,RE+3_R2_CH07_A,4583,4350,94.915994
2026,RE+3_R2_CH07_B,4374,4210,96.250572
2026,RE+3_R2_CH07_C,4427,4230,95.550034
2026,RE+3_R2_CH08_A,4826,4612,95.565686
2026,RE+3_R2_CH08_B,4490,3973,88.485523
2026,RE+3_R2_CH08_C,4232,3938,93.052930
2026,RE+3_R2_CH09_A,4553,4276,93.916099
2026,RE+3_R2_CH09_B,4328,4092,94.547135
2026,RE+3_R2_CH09_C,4198,3793,90.352549
2026,RE+3_R2_CH10_A,4608,4397,95.421007
2026,RE+3_R2_CH10_B,4418,4233,95.812585
2026,RE+3_R2_CH10_C,3968,3794,95.614919
2026,RE+3_R2_CH11_A,4689,4323,92.194498
2026,RE+3_R2_CH11_B,4450,4084,91.775281
2026,RE+3_R2_CH11_C,4562,3955,86.694432
2026,RE+3_R2_CH12_A,4881,4675,95.779553
2026,RE+3_R2_CH12_B,4999,4782,95.659132
2026,RE+3_R2_CH12_C,5267,4885,92.747294
2026,RE+3_R2_CH13_A,5069,4685,92.424541
2026,RE+3_R2_CH13_B,4707,4306,91.480773
2026,RE+3_R2_CH13_C,4242,3916,92.314946
2026,RE+3_R2_CH14_A,5144,4820,93.701400
2026,RE+3_R2_CH14_B,4605,4355,94.571118
2026,RE+3_R2_CH14_C,4297,4077,94.880149
2026,RE+3_R2_CH15_A,5044,4820,95.559080
2026,RE+3_R2_CH15_B,4737,4593,96.960101
2026,RE+3_R2_CH15_C,6720,6439,95.818452
2026,RE+3_R2_CH16_A,5103,4897,95.963159
2026,RE+3_R2_CH16_B,4678,4575,97.798204
2026,RE+3_R2_CH16_C,4457,4331,97.172986
2026,RE+3_R2_CH17_A,4794,4519,94.263663
2026,RE+3_R2_CH17_B,4659,4552,97.703370
2026,RE+3_R2_CH17_C,5563,5475,98.418120
2026,RE+3_R2_CH18_A,4803,4418,91.984177
2026,RE+3_R2_CH18_B,4515,4242,93.953488
2026,RE+3_R2_CH18_C,4776,4319,90.431323
2026,RE+3_R2_CH19_A,5077,4445,87.551704
2026,RE+3_R2_CH19_B,4810,4337,90.166320
2026,RE+3_R2_CH19_C,4654,4201,90.266437
2026,RE+3_R2_CH20_A,4972,4323,86.946903
2026,RE+3_R2_CH20_B,4637,4116,88.764287
2026,RE+3_R2_CH20_C,4405,3903,88.603859
2026,RE+3_R2_CH21_A,6187,5112,82.624859
2026,RE+3_R2_CH21_B,5521,4447,80.547002
2026,RE+3_R2_CH21_C,4313,3213,74.495711
2026,RE+3_R2_CH22_A,5001,4526,90.501900
2026,RE+3_R2_CH22_B,4695,4273,91.011715
2026,RE+3_R2_CH22_C,4295,3928,91.455180
2026,RE+3_R2_CH23_A,0,0,
2026,RE+3_R2_CH23_B,0,0,
2026,RE+3_R2_CH23_C,0,0,
