year,roll_name,total,passed,efficiency
2022,RE+1_R2_CH22_C,16363,15748,96.241521
2022,RE+1_R2_CH23_A,7775,6945,89.324759
2022,RE+1_R2_CH23_B,7329,7056,96.275072
2022,RE+1_R2_CH23_C,16167,15183,93.913528
2022,RE+1_R2_CH24_A,7724,7645,98.977214
2022,RE+1_R2_CH24_B,7533,7458,99.004381
2022,RE+1_R2_CH24_C,16716,16495,98.677913
2022,RE+1_R2_CH25_A,7245,3686,50.876467
2022,RE+1_R2_CH25_B,7005,6907,98.600999
2022,RE+1_R2_CH25_C,15897,15756,99.113040
2022,RE+1_R2_CH26_A,7349,7272,98.952238
2022,RE+1_R2_CH26_B,7001,6912,98.728753
2022,RE+1_R2_CH26_C,15629,15496,99.149018
2022,RE+1_R2_CH27_A,7556,7448,98.570672
2022,RE+1_R2_CH27_B,7067,6941,98.217065
2022,RE+1_R2_CH27_C,15542,15242,98.069746
2022,RE+1_R2_CH28_A,7288,7013,96.226674
2022,RE+1_R2_CH28_B,7027,6949,98.889996
2022,RE+1_R2_CH28_C,15492,15268,98.554092
2022,RE+1_R2_CH29_A,7633,6984,91.497445
2022,RE+1_R2_CH29_B,7181,4253,59.225735
2022,RE+1_R2_CH29_C,16078,15577,96.883941
2022,RE+1_R2_CH30_A,7658,7460,97.414469
2022,RE+1_R2_CH30_B,7246,6968,96.163400
2022,RE+1_R2_CH30_C,16023,15470,96.548711
2022,RE+1_R2_CH31_A,8015,7943,99.101684
2022,RE+1_R2_CH31_B,7465,7335,98.258540
2022,RE+1_R2_CH31_C,16062,15858,98.729922
2022,RE+1_R2_CH32_A,7487,7063,94.336851
2022,RE+1_R2_CH32_B,7082,6616,93.419938
2022,RE+1_R2_CH32_C,15749,14507,92.113785
2022,RE+1_R2_CH33_A,7703,7140,92.691159
2022,RE+1_R2_CH33_B,7435,6808,91.566913
2022,RE+1_R2_CH33_C,16137,14577,90.332776
2022,RE+1_R2_CH34_A,7679,7622,99.257716
2022,RE+1_R2_CH34_B,7161,7104,99.204022
2022,RE+1_R2_CH34_C,15929,15648,98.235922
2022,RE+1_R2_CH35_A,0,0,
2022,RE+1_R2_CH35_B,0,0,
2022,RE+1_R2_CH35_C,0,0,
2022,RE+1_R2_CH36_A,7473,6201,82.978723
2022,RE+1_R2_CH36_B,7119,6445,90.532378
2022,RE+1_R2_CH36_C,15675,14407,91.910686
2022,RE+1_R3_CH01_A,3404,3176,93.301998
2022,RE+1_R3_CH01_B,9264,8719,94.117012
2022,RE+1_R3_CH01_C,7044,6841,97.118115
2022,RE+1_R3_CH02_A,3736,3628,97.109208
2022,RE+1_R3_CH02_B,9554,9363,98.000837
2022,RE+1_R3_CH02_C,7052,6916,98.071469
2022,RE+1_R3_CH03_A,3614,3544,98.063088
2022,RE+1_R3_CH03_B,9632,9240,95.930233
2022,RE+1_R3_CH03_C,7317,6968,95.230286
2022,RE+1_R3_CH04_A,0,0,
2022,RE+1_R3_CH04_B,0,0,
2022,RE+1_R3_CH04_C,0,0,
2022,RE+1_R3_CH05_A,3649,3590,98.383119
2022,RE+1_R3_CH05_B,9836,9662,98.230988
2022,RE+1_R3_CH05_C,7293,7076,97.024544
2022,RE+1_R3_CH06_A,3689,3621,98.156682
2022,RE+1_R3_CH06_B,9858,9721,98.610266
2022,RE+1_R3_CH06_C,7925,7700,97.160883
2022,RE+1_R3_CH07_A,3559,3515,98.763698
2022,RE+1_R3_CH07_B,9414,9234,98.087954
2022,RE+1_R3_CH07_C,7174,6997,97.532757
2022,RE+1_R3_CH08_A,3688,3611,97.912148
2022,RE+1_R3_CH08_B,9770,9600,98.259980
2022,RE+1_R3_CH08_C,7425,6832,92.013468
2022,RE+1_R3_CH09_A,3699,3526,95.323060
2022,RE+1_R3_CH09_B,9778,9576,97.934138
2022,RE+1_R3_CH09_C,7408,7217,97.421706
2022,RE+1_R3_CH10_A,3487,3405,97.648408
2022,RE+1_R3_CH10_B,9361,8758,93.558381
2022,RE+1_R3_CH10_C,7312,6809,93.120897
2022,RE+1_R3_CH11_A,3723,3642,97.824335
2022,RE+1_R3_CH11_B,9836,9560,97.193981
2022,RE+1_R3_CH11_C,7036,6866,97.583854
2022,RE+1_R3_CH12_A,3683,3568,96.877545
2022,RE+1_R3_CH12_B,9668,9199,95.148945
2022,RE+1_R3_CH12_C,7914,6805,85.986859
2022,RE+1_R3_CH13_A,3664,3586,97.871179
2022,RE+1_R3_CH13_B,9874,9572,96.941462
2022,RE+1_R3_CH13_C,7420,7112,95.849057
2022,RE+1_R3_CH14_A,4280,4045,94.509346
2022,RE+1_R3_CH14_B,10456,10008,95.715379
2022,RE+1_R3_CH14_C,7331,6790,92.620379
2022,RE+1_R3_CH15_A,0,0,
2022,RE+1_R3_CH15_B,0,0,
2022,RE+1_R3_CH15_C,0,0,
2022,RE+1_R3_CH16_A,3446,3328,96.575740
2022,RE+1_R3_CH16_B,9317,8822,94.687131
2022,RE+1_R3_CH16_C,7139,6730,94.270906
2022,RE+1_R3_CH17_A,3625,3546,97.820690
2022,RE+1_R3_CH17_B,9679,9277,95.846678
2022,RE+1_R3_CH17_C,7061,6794,96.218666
2022,RE+1_R3_CH18_A,3571,3518,98.515822
2022,RE+1_R3_CH18_B,9566,7631,79.772110
2022,RE+1_R3_CH18_C,7530,7397,98.233732
2022,RE+1_R3_CH19_A,3483,3418,98.133793
2022,RE+1_R3_CH19_B,9464,9292,98.182587
2022,RE+1_R3_CH19_C,7350,7164,97.469388
2022,RE+1_R3_CH20_A,3643,3561,97.749108
2022,RE+1_R3_CH20_B,9768,9598,98.259623
2022,RE+1_R3_CH20_C,7389,7203,97.482745
2022,RE+1_R3_CH21_A,3563,3403,95.509402
2022,RE+1_R3_CH21_B,9821,9122,92.882599
2022,RE+1_R3_CH21_C,7520,7105,94.481383
2022,RE+1_R3_CH22_A,3498,3303,94.425386
2022,RE+1_R3_CH22_B,9523,9285,97.500788
2022,RE+1_R3_CH22_C,7339,6961,94.849435
2022,RE+1_R3_CH23_A,3564,3490,97.923681
2022,RE+1_R3_CH23_B,9667,9464,97.900072
2022,RE+1_R3_CH23_C,7041,6918,98.253089
2022,RE+1_R3_CH24_A,3647,3568,97.833836
2022,RE+1_R3_CH24_B,9793,9644,98.478505
2022,RE+1_R3_CH24_C,7590,7491,98.695652
2022,RE+1_R3_CH25_A,3509,3115,88.771730
2022,RE+1_R3_CH25_B,9186,9036,98.367080
2022,RE+1_R3_CH25_C,6949,6802,97.884588
2022,RE+1_R3_CH26_A,3514,3453,98.264087
2022,RE+1_R3_CH26_B,9447,9193,97.311316
2022,RE+1_R3_CH26_C,7055,6900,97.802977
2022,RE+1_R3_CH27_A,3539,3470,98.050297
2022,RE+1_R3_CH27_B,9484,9364,98.734711
2022,RE+1_R3_CH27_C,7146,6879,96.263644
2022,RE+1_R3_CH28_A,3354,3279,97.763864
2022,RE+1_R3_CH28_B,9092,8947,98.405191
2022,RE+1_R3_CH28_C,6741,6243,92.612372
2022,RE+1_R3_CH29_A,3514,3391,96.499715
2022,RE+1_R3_CH29_B,9525,9414,98.834646
2022,RE+1_R3_CH29_C,6903,6733,97.537303
2022,RE+1_R3_CH30_A,3537,3388,95.787390
2022,RE+1_R3_CH30_B,9495,9376,98.746709
2022,RE+1_R3_CH30_C,7605,7164,94.201183
2022,RE+1_R3_CH31_A,3460,3329,96.213873
2022,RE+1_R3_CH31_B,9222,8991,97.495120
2022,RE+1_R3_CH31_C,7317,6313,86.278529
2022,RE+1_R3_CH32_A,3534,3449,97.594793
2022,RE+1_R3_CH32_B,9449,9290,98.317282
2022,RE+1_R3_CH32_C,7094,6958,98.082887
2022,RE+1_R3_CH33_A,3501,3413,97.486432
2022,RE+1_R3_CH33_B,9979,9631,96.512677
2022,RE+1_R3_CH33_C,7511,7247,96.485155
2022,RE+1_R3_CH34_A,3433,3374,98.281387
2022,RE+1_R3_CH34_B,9436,9279,98.336159
2022,RE+1_R3_CH34_C,7003,6873,98.143653
2022,RE+1_R3_CH35_A,3639,3593,98.735916
2022,RE+1_R3_CH35_B,9845,9711,98.638903
2022,RE+1_R3_CH35_C,7084,6749,95.271033
2022,RE+1_R3_CH36_A,3719,3639,97.848884
2022,RE+1_R3_CH36_B,9972,9733,97.603289
2022,RE+1_R3_CH36_C,7666,7255,94.638664
2022,RE+2_R2_CH01_A,8987,8641,96.149994
2022,RE+2_R2_CH01_B,8063,7141,88.565050
2022,RE+2_R2_CH01_C,7410,6933,93.562753
2022,RE+2_R2_CH02_A,8851,8306,93.842504
2022,RE+2_R2_CH02_B,8004,7534,94.127936
2022,RE+2_R2_CH02_C,7482,6832,91.312483
2022,RE+2_R2_CH03_A,8902,6366,71.512020
2022,RE+2_R2_CH03_B,8037,7636,95.010576
2022,RE+2_R2_CH03_C,7452,7150,95.947397
2022,RE+2_R2_CH04_A,8951,8466,94.581611
2022,RE+2_R2_CH04_B,7892,7481,94.792195
2022,RE+2_R2_CH04_C,7538,7151,94.866012
2022,RE+2_R2_CH05_A,9292,8749,94.156263
2022,RE+2_R2_CH05_B,8274,8054,97.341068
2022,RE+2_R2_CH05_C,7559,7195,95.184548
2022,RE+2_R2_CH06_A,9195,8992,97.792278
2022,RE+2_R2_CH06_B,8208,8007,97.551170
2022,RE+2_R2_CH06_C,7829,7451,95.171797
2022,RE+2_R2_CH07_A,8749,8374,95.713796
2022,RE+2_R2_CH07_B,7869,7710,97.979413
2022,RE+2_R2_CH07_C,7459,7277,97.559995
2022,RE+2_R2_CH08_A,8916,8780,98.474652
2022,RE+2_R2_CH08_B,8011,7500,93.621271
2022,RE+2_R2_CH08_C,7620,7523,98.727034
2022,RE+2_R2_CH09_A,8977,8656,96.424195
2022,RE+2_R2_CH09_B,8004,7904,98.750625
2022,RE+2_R2_CH09_C,7602,7493,98.566167
2022,RE+2_R2_CH10_A,11234,11109,98.887306
2022,RE+2_R2_CH10_B,10046,9900,98.546685
2022,RE+2_R2_CH10_C,10577,10421,98.525102
2022,RE+2_R2_CH11_A,9263,8996,97.117565
2022,RE+2_R2_CH11_B,8168,7743,94.796768
2022,RE+2_R2_CH11_C,7559,7160,94.721524
2022,RE+2_R2_CH12_A,8863,8585,96.863365
2022,RE+2_R2_CH12_B,8205,7957,96.977453
2022,RE+2_R2_CH12_C,7678,7494,97.603543
2022,RE+2_R2_CH13_A,8934,8555,95.757779
2022,RE+2_R2_CH13_B,8015,7719,96.306925
2022,RE+2_R2_CH13_C,7447,7216,96.898080
2022,RE+2_R2_CH14_A,8857,8388,94.704753
2022,RE+2_R2_CH14_B,8050,7917,98.347826
2022,RE+2_R2_CH14_C,7279,7186,98.722352
2022,RE+2_R2_CH15_A,9347,7196,76.987269
2022,RE+2_R2_CH15_B,8394,8198,97.664999
2022,RE+2_R2_CH15_C,7528,7283,96.745484
2022,RE+2_R2_CH16_A,9074,8886,97.928146
2022,RE+2_R2_CH16_B,8232,8044,97.716229
2022,RE+2_R2_CH16_C,7620,7501,98.438320
2022,RE+2_R2_CH17_A,9152,8958,97.880245
2022,RE+2_R2_CH17_B,8072,7950,98.488603
2022,RE+2_R2_CH17_C,7652,7495,97.948249
2022,RE+2_R2_CH18_A,8953,7954,88.841729
2022,RE+2_R2_CH18_B,8037,7595,94.500435
2022,RE+2_R2_CH18_C,7525,7043,93.594684
2022,RE+2_R2_CH19_A,9096,8540,93.887423
2022,RE+2_R2_CH19_B,8133,7946,97.700725
2022,RE+2_R2_CH19_C,7400,7189,97.148649
2022,RE+2_R2_CH20_A,8903,7973,89.554083
2022,RE+2_R2_CH20_B,7959,7770,97.625330
2022,RE+2_R2_CH20_C,7451,7203,96.671588
2022,RE+2_R2_CH21_A,10382,10240,98.632248
2022,RE+2_R2_CH21_B,9507,9341,98.253918
2022,RE+2_R2_CH21_C,8870,8743,98.568207
2022,RE+2_R2_CH22_A,9055,8613,95.118719
2022,RE+2_R2_CH22_B,8199,7982,97.353336
2022,RE+2_R2_CH22_C,7627,7464,97.862856
2022,RE+2_R2_CH23_A,9124,6160,67.514248
2022,RE+2_R2_CH23_B,8009,7308,91.247347
2022,RE+2_R2_CH23_C,7573,6466,85.382279
2022,RE+2_R2_CH24_A,9089,8858,97.458466
2022,RE+2_R2_CH24_B,8141,8046,98.833067
2022,RE+2_R2_CH24_C,7745,7601,98.140736
2022,RE+2_R2_CH25_A,8528,7221,84.674015
2022,RE+2_R2_CH25_B,7764,7196,92.684183
2022,RE+2_R2_CH25_C,7463,6322,84.711242
2022,RE+2_R2_CH26_A,8299,7898,95.168093
2022,RE+2_R2_CH26_B,7573,7409,97.834412
2022,RE+2_R2_CH26_C,7268,7057,97.096863
2022,RE+2_R2_CH27_A,8740,8674,99.244851
2022,RE+2_R2_CH27_B,7756,7570,97.601857
2022,RE+2_R2_CH27_C,7325,7064,96.436860
2022,RE+2_R2_CH28_A,8449,8286,98.070778
2022,RE+2_R2_CH28_B,7740,7503,96.937984
2022,RE+2_R2_CH28_C,7178,7040,98.077459
2022,RE+2_R2_CH29_A,8754,8584,98.058031
2022,RE+2_R2_CH29_B,7855,7723,98.319542
2022,RE+2_R2_CH29_C,7432,7231,97.295479
2022,RE+2_R2_CH30_A,8744,8619,98.570448
2022,RE+2_R2_CH30_B,8077,7907,97.895258
2022,RE+2_R2_CH30_C,7442,7326,98.441279
2022,RE+2_R2_CH31_A,0,0,
2022,RE+2_R2_CH31_B,0,0,
2022,RE+2_R2_CH31_C,0,0,
2022,RE+2_R2_CH32_A,8488,8114,95.593779
2022,RE+2_R2_CH32_B,7798,7656,98.179020
2022,RE+2_R2_CH32_C,7435,7237,97.336920
2022,RE+2_R2_CH33_A,8898,8664,97.370196
2022,RE+2_R2_CH33_B,8073,7964,98.649820
2022,RE+2_R2_CH33_C,7450,7336,98.469799
2022,RE+2_R2_CH34_A,8827,8585,97.258412
2022,RE+2_R2_CH34_B,7783,7589,97.507388
2022,RE+2_R2_CH34_C,7439,7310,98.265896
2022,RE+2_R2_CH35_A,8937,8755,97.963522
2022,RE+2_R2_CH35_B,7693,7585,98.596126
2022,RE+2_R2_CH35_C,7409,7296,98.474828
2022,RE+2_R2_CH36_A,8627,8509,98.632201
2022,RE+2_R2_CH36_B,8001,6692,83.639545
2022,RE+2_R2_CH36_C,7222,6363,88.105788
2022,RE+2_R3_CH01_A,5156,4992,96.819240
2022,RE+2_R3_CH01_B,9565,9401,98.285416
2022,RE+2_R3_CH01_C,8000,7692,96.150000
2022,RE+2_R3_CH02_A,5235,4593,87.736390
2022,RE+2_R3_CH02_B,9519,9247,97.142557
2022,RE+2_R3_CH02_C,8082,7944,98.292502
2022,RE+2_R3_CH03_A,5207,5082,97.599385
2022,RE+2_R3_CH03_B,9892,8253,83.431055
2022,RE+2_R3_CH03_C,8862,8400,94.786730
2022,RE+2_R3_CH04_A,5251,4534,86.345458
2022,RE+2_R3_CH04_B,9745,9389,96.346845
2022,RE+2_R3_CH04_C,8123,7962,98.017974
2022,RE+2_R3_CH05_A,5452,5063,92.865004
2022,RE+2_R3_CH05_B,9880,8667,87.722672
2022,RE+2_R3_CH05_C,8317,7853,94.421065
2022,RE+2_R3_CH06_A,5368,5075,94.541729
2022,RE+2_R3_CH06_B,10441,10073,96.475433
2022,RE+2_R3_CH06_C,8594,8410,97.858971
2022,RE+2_R3_CH07_A,5190,5025,96.820809
2022,RE+2_R3_CH07_B,9655,9285,96.167789
2022,RE+2_R3_CH07_C,8066,7889,97.805604
2022,RE+2_R3_CH08_A,5409,4418,81.678684
2022,RE+2_R3_CH08_B,9937,8456,85.096105
2022,RE+2_R3_CH08_C,8110,7962,98.175092
2022,RE+2_R3_CH09_A,5302,5111,96.397586
2022,RE+2_R3_CH09_B,9953,9778,98.241736
2022,RE+2_R3_CH09_C,8748,8141,93.061271
2022,RE+2_R3_CH10_A,5138,4455,86.706890
2022,RE+2_R3_CH10_B,9737,9517,97.740577
2022,RE+2_R3_CH10_C,8311,7017,84.430273
2022,RE+2_R3_CH11_A,5506,4978,90.410461
2022,RE+2_R3_CH11_B,9553,8867,92.819010
2022,RE+2_R3_CH11_C,7986,7185,89.969947
2022,RE+2_R3_CH12_A,5269,4677,88.764471
2022,RE+2_R3_CH12_B,10455,10185,97.417504
2022,RE+2_R3_CH12_C,8670,8525,98.327566
2022,RE+2_R3_CH13_A,5409,5113,94.527639
2022,RE+2_R3_CH13_B,10073,9875,98.034349
2022,RE+2_R3_CH13_C,8718,8456,96.994724
2022,RE+2_R3_CH14_A,5874,4613,78.532516
2022,RE+2_R3_CH14_B,9860,8426,85.456389
2022,RE+2_R3_CH14_C,8780,8482,96.605923
2022,RE+2_R3_CH15_A,5404,4677,86.547002
2022,RE+2_R3_CH15_B,10801,9750,90.269419
2022,RE+2_R3_CH15_C,9151,7393,80.788985
2022,RE+2_R3_CH16_A,5136,4595,89.466511
2022,RE+2_R3_CH16_B,9630,9349,97.082035
2022,RE+2_R3_CH16_C,7852,7686,97.885889
2022,RE+2_R3_CH17_A,5419,4788,88.355785
2022,RE+2_R3_CH17_B,9518,7407,77.820971
2022,RE+2_R3_CH17_C,8060,7725,95.843672
2022,RE+2_R3_CH18_A,5274,4830,91.581342
2022,RE+2_R3_CH18_B,9961,9497,95.341833
2022,RE+2_R3_CH18_C,8547,8406,98.350298
2022,RE+2_R3_CH19_A,5211,5023,96.392247
2022,RE+2_R3_CH19_B,9855,9353,94.906139
2022,RE+2_R3_CH19_C,8452,8291,98.095125
2022,RE+2_R3_CH20_A,5432,5130,94.440353
2022,RE+2_R3_CH20_B,9883,9653,97.672771
2022,RE+2_R3_CH20_C,8271,8130,98.295248
2022,RE+2_R3_CH21_A,5360,5052,94.253731
2022,RE+2_R3_CH21_B,10106,10004,98.990699
2022,RE+2_R3_CH21_C,8964,8828,98.482820
2022,RE+2_R3_CH22_A,5257,3771,71.732928
2022,RE+2_R3_CH22_B,9877,9061,91.738382
2022,RE+2_R3_CH22_C,8092,7817,96.601582
2022,RE+2_R3_CH23_A,5329,5150,96.641021
2022,RE+2_R3_CH23_B,9528,9264,97.229219
2022,RE+2_R3_CH23_C,8198,7707,94.010734
2022,RE+2_R3_CH24_A,5442,4643,85.317898
2022,RE+2_R3_CH24_B,10027,9768,97.416974
2022,RE+2_R3_CH24_C,9032,8822,97.674934
2022,RE+2_R3_CH25_A,5019,4797,95.576808
2022,RE+2_R3_CH25_B,9454,9247,97.810451
2022,RE+2_R3_CH25_C,7823,7722,98.708935
2022,RE+2_R3_CH26_A,5151,4346,84.371967
2022,RE+2_R3_CH26_B,9445,8502,90.015881
2022,RE+2_R3_CH26_C,7690,6580,85.565670
2022,RE+2_R3_CH27_A,5154,4985,96.720993
2022,RE+2_R3_CH27_B,9542,9373,98.228883
2022,RE+2_R3_CH27_C,8342,8067,96.703428
2022,RE+2_R3_CH28_A,4975,4650,93.467337
2022,RE+2_R3_CH28_B,9176,8770,95.575414
2022,RE+2_R3_CH28_C,7670,7531,98.187744
2022,RE+2_R3_CH29_A,5256,4133,78.633942
2022,RE+2_R3_CH29_B,9268,7687,82.941303
2022,RE+2_R3_CH29_C,7944,7628,96.022155
2022,RE+2_R3_CH30_A,5163,3742,72.477242
2022,RE+2_R3_CH30_B,10168,9916,97.521637
2022,RE+2_R3_CH30_C,8326,8186,98.318520
2022,RE+2_R3_CH31_A,0,0,
2022,RE+2_R3_CH31_B,0,0,
2022,RE+2_R3_CH31_C,0,0,
2022,RE+2_R3_CH32_A,5264,3329,63.240881
2022,RE+2_R3_CH32_B,9564,9197,96.162693
2022,RE+2_R3_CH32_C,7977,7816,97.981697
2022,RE+2_R3_CH33_A,0,0,
2022,RE+2_R3_CH33_B,0,0,
2022,RE+2_R3_CH33_C,0,0,
2022,RE+2_R3_CH34_A,5160,4905,95.058140
2022,RE+2_R3_CH34_B,9477,9272,97.836868
2022,RE+2_R3_CH34_C,7895,7729,97.897403
2022,RE+2_R3_CH35_A,5418,4010,74.012551
2022,RE+2_R3_CH35_B,9489,9381,98.861840
2022,RE+2_R3_CH35_C,8073,7735,95.813205
2022,RE+2_R3_CH36_A,5368,5091,94.839791
2022,RE+2_R3_CH36_B,10416,10022,96.217358
2022,RE+2_R3_CH36_C,8554,8292,96.937105
2022,RE+3_R1_CH15_A,0,0,
2022,RE+3_R1_CH16_A,0,0,
2022,RE+3_R2_CH01_A,8941,8469,94.720948
2022,RE+3_R2_CH01_B,8198,7739,94.401073
2022,RE+3_R2_CH01_C,7686,6877,89.474369
2022,RE+3_R2_CH02_A,8775,8035,91.566952
2022,RE+3_R2_CH02_B,8244,7903,95.863658
2022,RE+3_R2_CH02_C,7492,7040,93.966898
2022,RE+3_R2_CH03_A,8943,8780,98.177345
2022,RE+3_R2_CH03_B,8080,7915,97.957921
2022,RE+3_R2_CH03_C,8073,7870,97.485445
2022,RE+3_R2_CH04_A,8800,7578,86.113636
2022,RE+3_R2_CH04_B,8157,7245,88.819419
2022,RE+3_R2_CH04_C,7707,6954,90.229661
2022,RE+3_R2_CH05_A,9219,8791,95.357414
2022,RE+3_R2_CH05_B,7974,7854,98.495109
2022,RE+3_R2_CH05_C,7552,7338,97.166314
2022,RE+3_R2_CH06_A,9002,8758,97.289491
2022,RE+3_R2_CH06_B,8636,8288,95.970357
2022,RE+3_R2_CH06_C,7614,7099,93.236144
2022,RE+3_R2_CH07_A,8941,8379,93.714350
2022,RE+3_R2_CH07_B,8135,7543,92.722803
2022,RE+3_R2_CH07_C,7914,7277,91.950973
2022,RE+3_R2_CH08_A,8792,8156,92.766151
2022,RE+3_R2_CH08_B,8328,7359,88.364553
2022,RE+3_R2_CH08_C,7748,7443,96.063500
2022,RE+3_R2_CH09_A,9011,8729,96.870492
2022,RE+3_R2_CH09_B,8320,8053,96.790865
2022,RE+3_R2_CH09_C,8037,7456,92.770934
2022,RE+3_R2_CH10_A,10601,10368,97.802094
2022,RE+3_R2_CH10_B,9088,8845,97.326144
2022,RE+3_R2_CH10_C,7834,7643,97.561910
2022,RE+3_R2_CH11_A,9005,8634,95.880067
2022,RE+3_R2_CH11_B,8061,7660,95.025431
2022,RE+3_R2_CH11_C,8348,7687,92.081936
2022,RE+3_R2_CH12_A,9091,8683,95.512045
2022,RE+3_R2_CH12_B,8305,7934,95.532812
2022,RE+3_R2_CH12_C,7995,7317,91.519700
2022,RE+3_R2_CH13_A,8969,8585,95.718586
2022,RE+3_R2_CH13_B,8148,7759,95.225822
2022,RE+3_R2_CH13_C,7419,7107,95.794581
2022,RE+3_R2_CH14_A,8914,8232,92.349114
2022,RE+3_R2_CH14_B,7820,7595,97.122762
2022,RE+3_R2_CH14_C,7225,7053,97.619377
2022,RE+3_R2_CH15_A,9200,8936,97.130435
2022,RE+3_R2_CH15_B,8147,7946,97.532834
2022,RE+3_R2_CH15_C,8144,7879,96.746071
2022,RE+3_R2_CH16_A,9070,8474,93.428886
2022,RE+3_R2_CH16_B,8268,8113,98.125302
2022,RE+3_R2_CH16_C,7882,7759,98.439482
2022,RE+3_R2_CH17_A,9076,8749,96.397091
2022,RE+3_R2_CH17_B,8307,8143,98.025761
2022,RE+3_R2_CH17_C,7500,7362,98.160000
2022,RE+3_R2_CH18_A,8781,8132,92.609042
2022,RE+3_R2_CH18_B,8325,8117,97.501502
2022,RE+3_R2_CH18_C,7827,7463,95.349431
2022,RE+3_R2_CH19_A,8867,8048,90.763505
2022,RE+3_R2_CH19_B,8175,7499,91.730887
2022,RE+3_R2_CH19_C,7877,7161,90.910245
2022,RE+3_R2_CH20_A,8676,7303,84.174735
2022,RE+3_R2_CH20_B,7964,7147,89.741336
2022,RE+3_R2_CH20_C,7644,6963,91.091052
2022,RE+3_R2_CH21_A,10592,9111,86.017749
2022,RE+3_R2_CH21_B,9379,7961,84.881117
2022,RE+3_R2_CH21_C,7590,5990,78.919631
2022,RE+3_R2_CH22_A,9038,7619,84.299624
2022,RE+3_R2_CH22_B,8083,7307,90.399604
2022,RE+3_R2_CH22_C,7604,6816,89.637033
2022,RE+3_R2_CH23_A,9090,8235,90.594059
2022,RE+3_R2_CH23_B,8052,7363,91.443120
2022,RE+3_R2_CH23_C,8119,7390,91.021062
